gruppe,datum,coherence_C,window_n
andere,2026-01-08,0.9547214756245397,30
andere,2026-01-08,0.9547706841928039,30
andere,2026-01-08,0.9554755438366538,30
andere,2026-01-08,0.9557410685577953,30
andere,2026-01-08,0.9630624042537373,30
andere,2026-01-08,0.9636065496921007,30
andere,2026-01-08,0.9622482496691295,30
andere,2026-01-08,0.9643421637077546,30
andere,2026-01-08,0.9627064706035481,30
andere,2026-01-08,0.899307241989879,30
andere,2026-01-08,0.8996719802010239,30
andere,2026-01-08,0.8990512217357746,30
andere,2026-01-08,0.9020880800619053,30
andere,2026-01-08,0.9023491307255813,30
andere,2026-01-08,0.9023037834256268,30
andere,2026-01-08,0.9015690682411646,30
andere,2026-01-08,0.9005653124487146,30
andere,2026-01-08,0.8999450760787161,30
andere,2026-01-08,0.8984173240157988,30
andere,2026-01-08,0.8980301869281037,30
andere,2026-01-08,0.9043028325774797,30
andere,2026-01-08,0.9033787908802611,30
andere,2026-01-08,0.9034665277936522,30
andere,2026-01-08,0.9039969936184707,30
andere,2026-01-08,0.9040609368854258,30
andere,2026-01-08,0.9060062978993543,30
andere,2026-01-08,0.905405034228927,30
andere,2026-01-08,0.904910976342398,30
andere,2026-01-08,0.9055207301122413,30
andere,2026-01-08,0.9068945257277599,30
andere,2026-01-08,0.9089296573819367,30
andere,2026-01-08,0.9097886602070453,30
andere,2026-01-08,0.9085057035244981,30
andere,2026-01-08,0.9081750925388127,30
andere,2026-01-08,0.9088024635883413,30
andere,2026-01-08,0.9092825893783105,30
andere,2026-01-08,0.9110865272392339,30
andere,2026-01-08,0.9108123025317683,30
andere,2026-01-08,0.9114015973030879,30
andere,2026-01-08,0.9743066914765708,30
andere,2026-01-08,0.9745598776135159,30
andere,2026-01-08,0.9742859619977253,30
andere,2026-01-08,0.9738352715472148,30
andere,2026-01-08,0.9611297376604794,30
andere,2026-01-08,0.9573614922603728,30
andere,2026-01-08,0.9574782296860149,30
andere,2026-01-08,0.9555495260437462,30
andere,2026-01-09,0.9554412345559686,30
andere,2026-01-09,0.9557207314466615,30
andere,2026-01-09,0.9573958344145601,30
andere,2026-01-09,0.9580174497625333,30
andere,2026-01-09,0.9589192983869796,30
andere,2026-01-12,0.9590626285197016,30
andere,2026-01-12,0.9520707572991528,30
andere,2026-01-12,0.9519037565377189,30
andere,2026-01-12,0.9518094600148732,30
andere,2026-01-12,0.9527006638404324,30
andere,2026-01-12,0.9537272713664141,30
andere,2026-01-12,0.9489664167043673,30
andere,2026-01-12,0.9490246846935227,30
