scope,teilnehmer_id,n,stabilitaet_std_d_semantisch,mittlere_delta_bewegung,delta_std,dominanzwechsel,dominanzwechsel_rate,dominanzstabilitaet,kohaerenz_index,kognition_varianz,sozial_varianz,affektiv_varianz,motivation_varianz,methodik_varianz,performanz_varianz,regulation_varianz
lehrkraft_1,15,98,0.8176732473326517,0.4212165726674305,0.3632532972282408,62,0.6391752577319587,0.3608247422680413,0.5501538857258597,0.16163494446434729,0.12550302399241695,0.12939529066457198,0.149515225931879,0.12353864549460947,0.16413469475681053,0.165211174708054
lehrkraft_1,13,36,0.8190544426987034,0.4059678106253042,0.41506774574666855,19,0.5428571428571428,0.4571428571428572,0.5497361577130288,0.16311929205845935,0.13079735806589632,0.1401431112923639,0.16064401657231206,0.12321052061659465,0.18313215546984216,0.1885277867697369
lehrkraft_1,8,60,0.8191076070810602,0.4430847030687672,0.4213575208646327,42,0.711864406779661,0.288135593220339,0.549720091382939,0.16916319931218335,0.11520895055504382,0.12911389245472676,0.15592107871657285,0.13681801185606574,0.23085073162215342,0.1534775451279881
lehrkraft_1,45,24,0.8276648948190891,0.5735992306557042,0.6204656449076118,15,0.6521739130434783,0.34782608695652173,0.5471462535800278,0.2229578792044602,0.10348827999246547,0.1490609075780915,0.2070713724384559,0.18640330271060931,0.34550150875769764,0.20971497475155934
lehrkraft_1,7,65,0.8441443416271308,0.37979254314622607,0.3184467579474125,41,0.640625,0.359375,0.5422569033385299,0.1415572477617922,0.11003971886788895,0.11704198769440612,0.13477273541275803,0.10041365165219783,0.14610098569547786,0.16051513064012124
lehrkraft_1,9,102,0.8502097716988892,0.4090991026352413,0.32642200292324747,63,0.6237623762376238,0.37623762376237624,0.5404792555396493,0.1550943966102297,0.11915011719035508,0.11638986968941889,0.13722163688722191,0.11070070857110842,0.20227266728353233,0.12270180921633919
lehrkraft_1,17,67,0.8779907571886237,0.45945998089617185,0.495377680555562,43,0.6515151515151515,0.3484848484848485,0.5324839838386707,0.16853974423906717,0.12358128219905959,0.13402739102450198,0.1699469208696354,0.16421038496241186,0.22256716710054017,0.21892200709935425
lehrkraft_1,19,69,0.8893291768569266,0.3470199786118262,0.18853607716209922,40,0.5882352941176471,0.4117647058823529,0.5292883909534454,0.1132019195991781,0.11406131975916728,0.10570297412566398,0.11792188251652883,0.08392372837947273,0.0637273881199565,0.13283645314749565
lehrkraft_1,42,33,0.9084011955804918,0.4730340244255223,0.43123327261650507,22,0.6875,0.3125,0.5239988333248885,0.19130331518325983,0.12488023407147653,0.10691017253171793,0.1649114265458727,0.14476916412410026,0.21170747805547982,0.19498493751462903
lehrkraft_1,11,75,0.9114760790145046,0.5028906836388664,0.43684147651976357,45,0.6081081081081081,0.3918918918918919,0.5231559060449072,0.21082470010168855,0.12795372985831674,0.12437327366572894,0.18893975445210892,0.16942794084836332,0.2695272746606747,0.22616528849029724
lehrkraft_1,43,38,0.948289997935992,0.3343930640845338,0.20911754956939185,23,0.6216216216216216,0.3783783783783784,0.513270612208344,0.10704559262257585,0.14235528725756919,0.10460768085281014,0.0998279549471361,0.06968924531473278,0.06816019595883074,0.11520902907090763
lehrkraft_1,14,53,0.9545426011941667,0.42041049694115773,0.35183680775371207,35,0.6730769230769231,0.32692307692307687,0.5116286538799564,0.14071406454721044,0.13012799106548922,0.12104539316145183,0.14007795415692137,0.13221803974736482,0.16693774641681627,0.16393613100644272
lehrkraft_1,6,99,0.9727906269593205,0.47408073449152444,0.4047855663929495,67,0.6836734693877551,0.3163265306122449,0.5068961634014395,0.1770228332357616,0.14021226195082093,0.13444568655733846,0.16312144362227077,0.13319953377736488,0.20523429684573274,0.19170682632160121
lehrkraft_1,2,119,0.9893041307529264,0.3627755476920331,0.2750600229156668,74,0.6379310344827587,0.3620689655172413,0.5026883444018752,0.13372245293847823,0.11320058363815759,0.1066529239682874,0.1177536965962813,0.12059052073402134,0.12620791978920853,0.1377689581065306
lehrkraft_1,23,49,0.989351115807299,0.4780169657733158,0.4604095947010099,38,0.7916666666666666,0.20833333333333337,0.5026764717671218,0.1746886173434902,0.11782659155228321,0.14236349672611084,0.1725216963205015,0.15221258498194584,0.2529360902554908,0.172975789141968
lehrkraft_1,5,72,1.0001664217899209,0.5245450591732649,0.5398290487763621,50,0.704225352112676,0.295774647887324,0.49995839801425823,0.21032322494938466,0.13016768418803876,0.15462863243594865,0.2008595482424202,0.18177629772939377,0.25182924457039346,0.2341383924685838
lehrkraft_1,3,61,1.0488031455371487,0.4655450333492779,0.4231639680551955,43,0.7166666666666667,0.2833333333333333,0.48808984024564406,0.1742168442593167,0.11606360164666613,0.13019562868095816,0.1640776532178042,0.14404215375681223,0.22666843482219884,0.1750198447994793
lehrkraft_1,4,53,1.0520563119058441,0.4647570391738505,0.42685802879390744,33,0.6346153846153846,0.3653846153846154,0.4873160615515719,0.2418063364001086,0.12613242921382412,0.13284659314006433,0.15884405517908604,0.16223080718445496,0.14876252539229326,0.16766275655189714
