scope,mittlere_stabilitaet,mittlere_delta_bewegung,mittlere_dominanzstabilitaet,mittlerer_kohaerenz_index
alle_lehrkraefte,0.9149157842712929,0.4298861817849958,0.3333039542748616,0.5235392652041355
lehrkraft_1,0.881396978184336,0.4177151473061959,0.3266826492358213,0.533660066050184
ohne_lehrkraft_1,0.9039322495248093,0.44518388084866534,0.30251951189380144,0.5291203163537973
