cluster_kmeans,n,d_semantisch_mean,d_semantisch_std,dominante_dimension_mode,polaritaet_mean,anteil
0,1893,3.4454468157097904,0.871902220266189,kognition,1.0,0.9717659137577002
1,55,2.0059104633339957,1.0633222230216446,performanz,-0.8363636363636363,0.028234086242299793
