cluster_kmeans,n,d_semantisch_mean,d_semantisch_std,dominante_dimension_mode,polaritaet_mean,anteil
0,3014,3.4145629142819787,0.8902712191680691,kognition,1.0,0.9697554697554698
1,94,2.128020413031644,1.3029468203143957,performanz,-0.8829787234042553,0.030244530244530245
