scope,n,cosine_mittel,cosine_std,cosine_min,cosine_max,distanz_mittel,distanz_std,dominanz_gleich_anteil,polaritaet_gleich_anteil,dichte_delta_mittel,corr_l_affektiv_emotion_valenz,corr_t_affektiv_emotion_valenz,corr_l_motivation_emotion_aktivierung,corr_t_motivation_emotion_aktivierung
alle_lehrkraefte,74,0.8345974095815014,0.23488738324169098,-0.8027239489516959,0.9604480208435618,0.5086950991029016,0.20060558050509378,0.08108108108108109,0.972972972972973,-0.7988485907053352,-0.13137252966196866,0.8351352703157982,-0.08989994930748436,0.13112190494134912
lehrkraft_1,74,0.8345974095815014,0.23488738324169098,-0.8027239489516959,0.9604480208435618,0.5086950991029016,0.20060558050509378,0.08108108108108109,0.972972972972973,-0.7988485907053352,-0.13137252966196866,0.8351352703157982,-0.08989994930748436,0.13112190494134912
