n,k,silhouette,calinski_harabasz,davies_bouldin,mean_center_distance_scaled,inertia,gruppe
21,3,0.7915957827469934,416.6370607074475,0.3570196833921806,4.288624333523033,3.1082819663331325,Lehrkraft 1
21,3,0.5670362459732693,60.016859284461496,0.7056019596361801,4.220867510588771,19.16922928276253,Nicht Lehrkraft 1
