lehrkraft_id,n_records,mean_semantic_density,std_semantic_density,mean_polarity,mean_operator_count,mean_modulator_count,mean_drift,std_drift,dominance_change_rate,primary_dominant_dimension,mean_x_kognition,std_x_kognition,mean_x_sozial,std_x_sozial,mean_x_affektiv,std_x_affektiv,mean_x_motivation,std_x_motivation,mean_x_methodik,std_x_methodik,mean_x_performanz,std_x_performanz,mean_x_regulation,std_x_regulation,lehrkrafttyp,cluster
1,1948,3.4048028221878863,0.9091525923533821,0.9481519507186859,0.5462012320328542,0.07084188911704312,0.15334764159999428,0.37714908834641775,0.6646026831785345,kognition,0.47351751038468826,0.16108446386682884,0.1115715984930166,0.12128598814825074,0.16915013934560935,0.12449062266437873,0.342332633437101,0.1471589208428134,0.3882124404800493,0.12914361863408028,0.4242298387113673,0.1855588970811337,0.3535176801354856,0.1683030013466956,kognitiv verdichtend,0
