gruppe,datum,lehrkraft_id,id,mtr_rueckkopplung_datenmaske_values_id,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,kognition,sozial,affektiv,motivation,methodik,performanz,regulation
LK_1,2025-09-03,1,201,333,10,6,kognition,2.0147192487341,1,3.821655576211,2.0147192487341,-0.8,0.07047060182071,1.105389491274,1.830562020145,1.5787476000353,1.683954977014
LK_1,2025-09-03,1,802,1180,11,6,motivation,2.069379885315,1,4.5339339963113,1.5683794462265,1.5614971628556,1.7428047151058,2.069379885315,1.3906573823153,1.676434026833,1.8958928292239
LK_1,2025-09-03,1,892,1329,6,3,performanz,-1.4194643312794,-1,2.4005173344309,-0.50744515670893,-0.397,-0.62832554778904,-0.90237387710037,-0.61083143950705,-1.4194643312794,-1.3229921551142
LK_1,2025-09-03,1,955,1458,10,7,kognition,1.7321985779759,1,3.5552809886409,1.7321985779759,0.70774699502078,0.87417333677424,1.4578119300514,1.3886523318041,1.4957247421928,1.4434897770781
LK_1,2025-09-03,1,956,1459,8,4,kognition,1.6662193362077,1,3.0045876008173,1.6662193362077,0.397,0.63433190518851,0.75783453883015,1.3009004167714,1.2546430285366,1.3603270184177
LK_1,2025-09-03,1,959,1462,8,6,kognition,2.1824077376028,1,4.3850337175204,2.1824077376028,0.72133904050026,0.31839975553264,1.7387211397127,2.0449010422766,1.8961662783706,1.7446176444573
LK_1,2025-09-03,1,1992,2565,10,7,kognition,1.7321985779759,1,3.5552809886409,1.7321985779759,0.70774699502078,0.87417333677424,1.4578119300514,1.3886523318041,1.4957247421928,1.4434897770781
LK_1,2025-09-03,1,1994,2567,7,5,regulation,1.9183136827603,1,3.3410156724873,1.1675276842023,0.397,0.353,1.3281840722827,1.4468331613926,1.4070253438338,1.9183136827603
LK_1,2025-09-03,1,1996,2569,9,3,kognition,1.4857859574845,1,2.1457730143001,1.4857859574845,0.41604032112312,0.71810051766828,0.52332115864544,0.93650177698582,0.73301176933059,0.14077339167562
LK_1,2025-09-03,1,2354,2932,6,4,performanz,1.4780206620485,1,3.1813676431278,1.3901781638681,1.0,0.14947056594351,1.3684649877052,1.2462230879908,1.4780206620485,1.2473370908871
LK_1,2025-09-03,1,2355,2933,7,5,kognition,1.5987188600177,1,3.2698876076559,1.5987188600177,0.62702809870591,0.82668298924815,1.3354645895672,1.5281905507102,1.3240163232508,1.0898819745936
LK_1,2025-09-03,1,2356,2934,11,6,performanz,2.3430856296886,1,4.6290043360953,2.1052768272758,0.94686856057371,0.66009931164733,1.9082046730985,1.8878673572624,2.3430856296886,1.7227480810552
LK_1,2025-09-03,1,3096,3865,10,5,performanz,1.5787926947118,1,2.9265661869219,0.83874379722431,0.795,0.74859199099376,1.5275935061726,0.6259977036912,1.5787926947118,1.2045256751392
