gruppe,datum,d_x_kognition,d_x_sozial,d_x_affektiv,d_x_motivation,d_x_methodik,d_x_performanz,d_x_regulation,delta_norm
andere,2025-10-01,0.22884240385555543,-0.12164274411954049,0.10980504049105924,0.09637962108135056,0.10204307144531749,0.337922768762316,0.043601527220827496,0.4636999682233345
andere,2025-10-02,-0.02507231539097493,0.10441227887733626,0.048733746884695256,0.02233442766504745,0.012004172134272517,-0.05839697593034748,-0.04428863098153846,0.14113872432691058
andere,2025-10-09,0.03227152952020401,-0.08599359271667775,-0.043508104386566104,-0.060055272897534484,0.02406262667195902,0.03721560473726698,0.013667105907569477,0.12683351914304122
andere,2025-10-13,0.021689723462871013,-0.038763751083616,-0.008318853841721902,-0.028307924396588025,-0.003410329409924029,0.03688832959884303,-0.03059932708517099,0.07177961019811673
andere,2025-10-16,-0.16034284981567343,-0.009707573784955001,-0.10605960046051116,-0.06499042722681497,-0.12096022494582498,-0.22054149226789582,-0.08939495177165582,0.33546660666856354
andere,2025-10-20,0.2023336546643984,0.004796607712045001,0.041283552347437164,0.075298875390235,0.16832729612079,0.16527750695969828,0.0996197997959383,0.337507044404091
andere,2025-10-23,-0.12260911988974804,0.09297457888889112,0.10660045644020152,0.07757651484870026,-0.11972007684046776,0.0027388262089338977,0.0500872146674039,0.24064116150372947
andere,2025-10-27,-0.020696281121795335,-0.10168314131085271,-0.17274817835552003,-0.19876656051201524,-0.04109285421648312,-0.21820569401612053,-0.14697519374505347,0.38861540258609456
andere,2025-10-28,0.06585493571410755,0.026875627311238368,0.09689702725385854,0.16341241668369305,0.11634109695926087,0.23719741693188054,0.14683705669328112,0.3640203433566703
andere,2025-10-29,-0.01708612303352275,0.02824228660778922,0.012925008787086273,0.03203811391851641,-0.011292369370711985,0.009154773036011143,-0.017269573972758523,0.05284528937664481
andere,2025-10-30,0.05703267291714831,-0.07257228213325034,-0.023604927999247016,-0.0874285067421951,0.013827430940737517,-0.00724494915688112,-0.04408614268229766,0.1375051760568771
andere,2025-11-03,-0.10780734491774785,0.026603661494704958,-0.052916127580043104,0.03846301175056377,-0.05642611609664305,-0.055571519056112684,0.031610118886559624,0.15453477983324232
andere,2025-11-04,0.09065843077769159,0.11301759553180737,0.1085589396838813,0.02857629947266138,0.025266114163222497,0.025083245837696833,-0.031200575477033143,0.18930028500893992
andere,2025-11-05,-0.076794519840648,-0.031545592931666006,-0.0664470123997992,-0.017297878636036046,-0.00042750625220894234,0.002841186209922908,0.14942123167076715,0.18423328783858894
andere,2025-11-06,-0.05722923847026862,-0.156746217316762,-0.06303904859494605,-0.16151201649411673,-0.12577970045756104,-0.13803972546310345,-0.3636847523949165,0.4743908867974033
andere,2025-11-10,0.11489047706171185,0.08889018714851873,0.05416638679098901,0.16981700556492574,0.1610899006944475,0.17383810221862,0.27974962077584625,0.43278469490122173
andere,2025-11-11,-0.04385488542495347,0.05272901183520403,0.03771495797264535,0.03642716699629389,-0.045725876202509175,0.0018981138396185204,-0.02231122432607907,0.1002257728160334
andere,2025-11-12,0.08629021674063425,0.04130217439453923,0.09903232009358892,-0.07870090207086688,-0.005511931111457369,-0.05372783766109501,-0.1339244517280229,0.21448991635905817
andere,2025-11-13,-0.08778533890492896,-0.08401524845125802,-0.13524326325842903,0.07346805252298699,0.020393454057065052,0.039373024893298914,0.19652912426954813,0.28114577613947966
andere,2025-11-17,0.04313210329312295,0.0027642250633230225,0.036179024547912414,-0.04260104039990997,0.01444275018718999,-0.03541441752017194,-0.04824095170157394,0.09371100873119854
andere,2025-11-18,-0.09666978646978097,0.1070029163649755,-0.028512622096653645,0.07242242889547096,-0.008057033534323521,-0.011323345419175512,0.040197204143338994,0.16929736771274845
andere,2025-11-20,0.12101092009604508,-0.298981011186165,-0.03806372262462926,-0.15549811114646495,0.023221567473282523,-0.004987083939505033,-0.05881318883233272,0.36562945828436705
andere,2025-11-24,-0.09737165405837656,0.17911679197704908,0.017158471571287498,0.03984723322338285,-0.060762813036617846,-0.01816621997504536,-0.026142956378813698,0.2194353309951801
andere,2025-11-25,0.06408967719362424,0.1031321285360023,0.09941859597584132,0.0643875446859421,0.024476884965860035,0.047054440752151816,-0.0021736529522364267,0.1777399753992548
andere,2025-11-26,-0.08360658663972781,0.0049046884046443084,-0.07041326575502574,0.04748096219750797,-0.03526270653530217,0.02196031208627708,0.12204997617987984,0.17563740355634044
andere,2025-11-27,-0.029098036421941975,0.002510246927660803,0.010129057543906611,0.009237874306532057,0.006686042163045969,0.007044867719452008,-0.013891400288150002,0.0364449929981852
andere,2025-12-01,0.06998767930547262,-0.03579596862715517,0.02391955960283962,-0.024509656381618117,0.0031146683202371572,-0.024069344914711743,-0.07298434180504132,0.11518786344118159
andere,2025-12-02,0.010720007200346882,-0.05004131773073607,-0.02327727952096756,-0.004273503085859387,0.05790722788563435,0.015851490972763727,0.05271469971926934,0.09778805131035799
andere,2025-12-03,0.01473489549617657,0.010802936201023253,0.02444936102833975,-0.028776639320200526,-0.0491590767960175,0.045877698877616,-0.04890722274749798,0.09312884259841829
andere,2025-12-08,0.00649161459111236,0.016107949545699718,-0.05343687217795649,-0.021668271168977016,0.010783337267610715,-0.02805848125401239,0.029369764744679783,0.07343542875376009
andere,2025-12-09,0.031263039180528585,-0.03285487279987798,0.009283237578171996,-0.02016930048453497,0.011755666058254288,-0.04211252415576611,0.07380550753198067,0.09954251747250571
andere,2025-12-10,-0.0070930651968238445,0.006122824520145592,0.029200537331406817,-0.0030098311374610054,-0.03217890025815168,0.023501453189267607,-0.159710088524954,0.16746534960519402
andere,2025-12-11,0.013304432613609807,-0.004980980731648335,0.017868544716507062,0.023740396042020995,0.016850309471468705,0.05494180406979193,0.002326386670811531,0.06627711693644163
andere,2025-12-12,-0.07595467716725357,0.03196420989434921,-0.03535211343350181,-0.02232653680930896,-0.035986642451915685,-0.0820520292346128,0.011873892525241736,0.12925800991832226
andere,2025-12-15,0.03290847203292041,0.039048614112829116,0.0004713169442847609,0.0435641034662716,0.04213097834736107,0.02024200722168651,0.06510269813772085,0.10454154458317491
andere,2025-12-16,-0.04983496597305492,-0.04451229938461648,0.03187610697181209,0.024737490055408817,-0.0325642723452742,0.053332713034847545,0.00305368451799487,0.10003516052934168
andere,2025-12-17,0.05659113702785201,-0.006857373000792713,-0.023711596317518596,-0.06231298493162951,0.018452089665796978,-0.04791650201753295,-0.022970047464055343,0.10420567213315875
andere,2025-12-18,-0.015616577268443677,0.041035274211191755,0.010343146561951122,0.04717130612630682,0.009874896084756057,-0.012623635486748663,0.050499281833809584,0.08406504165793464
andere,2025-12-22,-0.010988842501065688,-0.017923649314138118,0.013121106393978704,0.01211856602302902,-0.022627207796174054,0.026947273099336644,0.004900789797450511,0.044979981552756565
andere,2025-12-23,-0.017863232984523414,-0.03282578906499527,-0.025535537587914797,-0.03288941936478623,0.011580587308077817,0.025114601572476414,-0.05918097307993503,0.08600956862865757
andere,2026-01-05,0.021864942239324836,0.042505889877550954,0.04834036485103113,0.03349096613344693,-0.008512574554590369,-0.032126347557549784,0.036831029984810526,0.09057788340744086
andere,2026-01-06,-0.03709573522906806,-0.0746796077501006,-0.08589052789597547,-0.08442847600799624,-0.02519569264220889,-0.06195805151342365,-0.05115420193652137,0.1689640884330137
andere,2026-01-07,0.012050401070347272,0.051776572147079675,0.038841129033356805,0.05850562375556756,0.01247077935971086,0.05967590785346072,0.035829841883447455,0.11295166572582295
andere,2026-01-08,0.027091730689617954,-0.017807513363113633,0.003242683714633404,-0.0304670105230323,0.017959764059070682,-0.002219735430854519,-0.028125951029648488,0.05575278112868119
andere,2026-01-09,0.04029332444364592,-0.029800735958516907,0.020108999184832665,0.041697346801358504,0.0315601778642457,-0.01140574521101051,0.052152392091152744,0.09219915557286393
andere,2026-01-12,-0.02431671386793266,0.057742880083029115,-0.027571388638658767,-0.010989674870750088,-0.012578659963210226,0.009029602671635772,-0.023635376652563322,0.07486577749033908
andere,2026-01-13,0.0219626548455093,-0.01208682611245962,-0.011306593454313452,-0.018329676672593664,0.009898773920923754,0.005237877587458195,-0.013317727342613273,0.037350349718974565
andere,2026-01-14,-0.025740263667993757,0.0006583091464978652,0.018886132156253843,0.01664330008776488,-0.011067292389670969,0.007094936103563043,0.01769705717785408,0.04222190050404446
andere,2026-01-15,-0.017423486993386972,-0.012596302307094687,-0.019507440204817567,0.031632372851204904,-0.01320896136416655,0.03724631235936371,-0.014974176665574879,0.06024435556851616
andere,2026-01-19,0.0013813608025086133,0.015305436098129926,0.033084147357245214,-0.006915813480127431,-0.009664259782162343,-0.021053313548955177,0.006207491434252144,0.04420098067580093
andere,2026-01-20,-0.004847127454833566,-0.058998368222008046,-0.07596110880364138,-0.08229425073762209,-0.013915834245055159,-0.04840156974026455,-0.067082421566378,0.15193139745238673
andere,2026-01-21,0.010637980003071146,0.02868797388118921,0.028521321027269217,0.026273416400833027,0.02384715137662108,-0.02283192120904126,0.07260520605319976,0.09381590391489382
andere,2026-01-22,0.0020944685875843305,0.010001308265050982,0.0012247726342122095,-0.0007240995339632406,0.0016986496532608863,0.02458306837540597,-0.00550641165915583,0.027275824177686203
andere,2026-01-23,-0.0257497224652406,0.048960243524790364,0.018329929713870985,0.052476814452680653,-0.006733172191168424,0.05165280716246762,0.026140122884953598,0.09770675591492987
andere,2026-01-26,0.016739840420350816,-0.041071057050491494,-0.012935158225641646,-0.010845551480696769,-0.00047647021689950497,-0.0023877052243447827,0.012496201052835998,0.04913330327430898
andere,2026-01-27,0.008241143016465668,0.02890187860313745,0.030978950067054395,0.002503491439563854,0.02739337710563655,-0.024025665283696984,-0.01984316132517361,0.05992143685365093
andere,2026-01-28,-0.021909058436726747,0.0035144576134756855,-0.02437215209915511,-0.0036570739116019713,-0.032837315209407525,-0.010085275298206964,0.014486776883440966,0.04989592161603296
andere,2026-01-29,-0.045475626336090424,-0.04271859753888614,-0.02150036414347578,-0.07213824797175067,-0.03706300493161435,-0.07095288957799833,-0.08148330423541478,0.15035495132596916
lehrkraft_1,2025-09-02,0.02666900807861511,-0.002262510267675724,0.035134612850845126,-0.03261161838659432,0.011182630202919652,-0.026870535536042184,-0.04540148486663975,0.07695898482259807
lehrkraft_1,2025-09-03,-0.02233530711248627,-0.021559361523517354,-0.045764747413947926,-0.005601490667846543,-0.002929874577229541,-0.023484541646025592,0.01229567303506035,0.061650241308712994
lehrkraft_1,2025-09-04,-0.006726758506190145,0.026301870677796046,0.0227235260943483,0.014461358719642381,-0.01278084988508027,-0.0013202134421841927,-0.014978123923070574,0.043034457111755846
lehrkraft_1,2025-09-05,-0.015228471572649005,0.01586099619840653,0.019494485664332983,0.03750423026305216,0.008145356830513373,0.042547494010023335,0.024808912551698648,0.06900868084678159
lehrkraft_1,2025-09-08,0.08196897489959026,-0.009533841117555009,0.005653083936092845,-0.04699604592210477,0.02619543390086132,-0.013335900435292647,-0.062009718530155855,0.11730151257639058
lehrkraft_1,2025-09-09,-0.07256235845644193,-0.027176188227172368,-0.050659157129791965,-0.05536704299733236,-0.045549531058510284,-0.07861682277983917,-0.014282047680386212,0.14175698294010397
lehrkraft_1,2025-09-10,0.01294077061677329,0.03158904138699603,0.01216424911880093,0.057600542672061106,0.022972432767159157,0.04005057244006116,0.05457586765946193,0.09869867731356287
lehrkraft_1,2025-09-11,-0.041370007659976504,-0.018012502089908844,-0.034083461595379796,-0.046872194443143445,-0.045105036427571465,-0.05104438786196691,-0.01508383419791759,0.1013021649769184
lehrkraft_1,2025-09-12,0.035058017047108536,-0.1114899267843728,0.004421287018331735,-0.029654102937229143,0.015753548585638988,-0.024011251203444606,-0.057593841495719666,0.13674701820953722
lehrkraft_1,2025-09-15,-0.006262569665117401,0.13626934079285966,0.052171852507070515,0.11187388148689725,0.01897912704103233,0.09065661903223116,0.058252128512848445,0.21405223868431505
lehrkraft_1,2025-09-16,0.04142111684157018,0.012776616779026001,-0.01794103036510397,-0.02276932114250313,0.027787234186029686,0.008879106093084843,0.06472510583008823,0.08808848759066507
lehrkraft_1,2025-09-17,0.002430778325113292,-0.0031543555918735755,0.005205777097066211,0.011891844226927517,-0.024222993458144215,0.019890344040059016,-0.045524146438985946,0.05691398618855578
lehrkraft_1,2025-09-18,-0.0587235275053819,-0.031030945790697775,-0.020120856948097232,-0.0022826307621450215,-0.0389881466564983,-0.034312137428756606,-0.03586471515916695,0.0938355354593841
lehrkraft_1,2025-09-19,-0.07273044683362034,-0.027516147669645705,-0.04551951741778437,-0.08676745233818389,-0.026623812431796234,-0.08409336575269755,0.021715921135535332,0.15459487803025052
lehrkraft_1,2025-09-22,0.14055696596105,0.05711534038732172,0.08530029524971694,0.08181857930685477,0.08386019264890598,0.10972600764856877,0.008209975256747937,0.23691470076071294
lehrkraft_1,2025-09-23,-0.0588543466142436,-0.032817226631535884,-0.01845340789853095,-0.03140969914341096,0.00034197290219439846,-0.07953529773803647,0.02186496843700253,0.11256979754365436
lehrkraft_1,2025-09-24,0.09375860145122539,-0.06174418069135603,-0.01147948191942405,-0.027206408856068898,0.034341271531906525,0.091358093930488,-0.03364927915837096,0.15534762511295913
lehrkraft_1,2025-09-25,-0.04807106365825364,0.05543309372102593,0.0065226115285645925,0.04642054108495308,-0.0496779536404211,0.019081917529630732,0.025914785774929894,0.10528371627540635
lehrkraft_1,2025-09-26,-0.02267232382715073,-0.01570265704296299,0.007305268119287611,0.011299829477776191,0.030411256909942508,-0.008122612850881228,0.025335554819329476,0.05073827469302319
lehrkraft_1,2025-09-29,0.006952454059473923,0.02586621235037835,-0.021060016265217585,-0.05354081246586401,-0.05881703319259962,-0.05824524547346105,-0.07740629217961631,0.12988928564835223
lehrkraft_1,2025-09-30,-0.025033161947478455,-0.05432458424585675,-0.03804926250970886,0.02749745481947391,0.021445244572618205,0.013533259459379332,0.05722592701191287,0.09848619394820111
lehrkraft_1,2025-10-01,0.008554851868114222,0.08371800605123095,0.07736288265716293,0.03423330727167434,0.00116557485587232,0.036115929873383135,0.00019389611177089705,0.12467791110909775
lehrkraft_1,2025-10-02,0.0746267935541261,-0.04113631482744935,0.0027072401811992497,-0.04433893284731827,0.02973173889955194,-0.030179721228776712,-0.02579987693531166,0.10814365608072403
lehrkraft_1,2025-10-07,-0.09094878332531958,0.007822810719357823,-0.0463123532732809,0.013429931397648698,-0.02734378910412455,-0.031023263567732273,0.02825159310923575,0.11474472919108394
lehrkraft_1,2025-10-15,-0.07629263269157927,-0.06596818573327735,-0.08285279013993031,-0.033278694900318706,-0.09574215702687328,-0.01600272469987607,-0.04444166091774987,0.17187824980287347
lehrkraft_1,2025-10-20,0.13421372548186822,0.0823348142672587,0.11521376979873922,0.027263687364616818,0.13338914526805895,0.06645997632036382,0.03890024551059457,0.2500653690072456
lehrkraft_1,2025-10-21,0.009785606438896588,0.021203031919695345,0.023853314027460715,0.01564689852626283,-0.004548582753719832,-0.02542695797999084,-0.017536850677203453,0.0483103882038491
lehrkraft_1,2025-10-22,-0.05233386387268202,-0.04117651342571814,-0.026512579360909116,0.012277108844378049,-0.06212030404893415,0.016424172077561305,-0.01350152401996435,0.09797428022759347
lehrkraft_1,2025-10-23,0.03621689478639223,-0.015024277797887536,-0.048588405890057265,-0.002848833411307372,0.05374353205412741,0.0010804585220464125,0.05029381934778443,0.09656782239916924
lehrkraft_1,2025-10-24,-0.028008360864265558,0.07543187144883849,0.023870985137142323,0.041404551862261274,-0.045787065732682763,0.01742716047303461,-0.016838500482575736,0.106968653183879
lehrkraft_1,2025-10-27,-0.011652100918055575,-0.07941552109165717,-0.01218082439448824,-0.10863178500863341,0.007766013341607481,-0.08404379052260191,-0.06040280604657006,0.17077471215049342
lehrkraft_1,2025-10-28,-0.06974036318799498,0.07618278259877384,0.045079921228913064,0.07379042669394498,-0.07675616261776635,-0.01815956300954935,0.09094578709401191,0.18065761929798888
lehrkraft_1,2025-10-29,0.04911749733051762,-0.022229109211838585,-0.03775196508424977,-0.006539054822536083,0.064984674212681,0.05634751340805505,-0.0395428939462219,0.11548299683287226
lehrkraft_1,2025-10-30,-0.042193108715466277,-0.0017042245071610257,-0.006857045297906289,-0.024714392563437437,-0.024764236148670182,-0.04082798897532686,-0.00945892372597823,0.06935882343360204
lehrkraft_1,2025-11-03,0.07155362056347875,-0.019671092001808305,-5.7434457369290315e-05,0.010089162656802375,0.059084369685965366,0.04649004325386974,0.02667662493058115,0.10941935915887832
lehrkraft_1,2025-11-04,0.00465226381758882,-0.01061554620589332,0.04073598820389725,-0.01699804740705485,0.004144594876249463,-0.020563181710804734,-0.053923949054364984,0.07369194067777018
lehrkraft_1,2025-11-05,0.007827611599555195,0.030158179676271504,0.013873940325373119,0.02517715915232205,-0.02191297203001763,0.021233015963908586,0.003939185797317946,0.052380333740163
lehrkraft_1,2025-11-06,-0.004689821909101222,-0.05972161153907928,-0.03327563955315241,-0.021103202208853533,0.017157563449638924,0.021685776259846135,0.014349757141125186,0.0781783157341767
lehrkraft_1,2025-11-07,0.07016166565240384,0.006133310046975572,-0.0007852168041367347,-0.02369862325482558,0.03789547187785114,-0.019270985219702053,-0.001255928966358233,0.0856243723866471
lehrkraft_1,2025-11-10,-0.08303146164247432,0.03399101579102046,0.02103850129193524,0.04425117067270706,-0.055835574715646985,-0.010265593404379714,0.02174472720335424,0.11893790141256837
lehrkraft_1,2025-11-11,-0.020925345520119543,0.004400926878512401,0.015185352653320938,-0.01021051890445307,-0.01307276794320611,-0.00149681339749419,0.009103357434430082,0.03237432165549023
lehrkraft_1,2025-11-12,0.019715329535673343,-0.01524808895379648,-0.02923739429274025,0.011079344836011529,0.02359960748075668,0.011288007729813365,-0.01617091717381608,0.050444372297254646
lehrkraft_1,2025-11-13,-0.00513702048205944,0.01633477664238492,0.012178332585540186,-0.007335566271021832,-0.015890288056534974,0.013389350870694205,-0.012865332553748332,0.033054938775424154
lehrkraft_1,2025-11-14,0.007613332149052798,0.0012048292453280818,0.015159873925940648,0.01993990140007118,0.012701001254487976,0.023467556659057753,0.07285220850432489,0.08189213526088689
lehrkraft_1,2025-11-17,0.016379081205358803,-0.016944859365964793,-0.03720439175719226,-0.03964767660555912,0.0020573302024666784,-0.06323354592539332,-0.09437330562196145,0.12814266400454863
lehrkraft_1,2025-11-18,0.017556608934633233,-0.005135297073201886,0.01488554588112423,0.020798973593964154,0.024718148988477906,0.05984489348651445,0.06893909159373707,0.09966834546461416
lehrkraft_1,2025-11-20,-0.012938073422518181,-0.03294626409107012,-0.03711891726668538,-0.025678841530876684,-0.018022086369635038,-0.025533437956551774,-0.0386533899755625,0.07590061653545706
lehrkraft_1,2025-11-24,-0.008377251695742105,0.01720866264650165,0.01471852632673952,0.04230437177285207,0.005239138489557704,0.05095318573464308,0.04133258340737511,0.08188204604265176
lehrkraft_1,2025-11-25,-0.07203445298121064,0.03408466523944462,0.012384852274177877,-0.06698519372093392,-0.08596351217185622,-0.14691208438526632,-0.1321604742243963,0.23964641552719562
lehrkraft_1,2025-11-26,0.06782723372329408,-0.004570052893566073,0.029544050116894233,0.031156032435980696,0.061415361325292794,0.06696996993827792,0.06327877756576844,0.13684295905502009
lehrkraft_1,2025-11-27,0.0285545296584081,-0.003764177758308923,-0.016263474250288706,0.029021172235927095,0.03988685442740997,0.03551330877903014,0.034611149152881826,0.07737148785616942
lehrkraft_1,2025-11-28,-0.012111899992380049,0.0008438168122362755,0.013621323193555135,0.010595299549809645,-0.01940886530530317,0.005127457438416028,0.042592805614204476,0.05159799345558977
lehrkraft_1,2025-12-01,0.009832924736163262,-0.011351232663238772,-0.012333696881952627,-0.01464141129255625,0.0029082804622586056,0.03335485525346277,-0.039700455910828325,0.057351186204035426
lehrkraft_1,2025-12-02,-0.09427517751878733,-0.0074850290861042945,-0.019274172328658218,-0.018914259517112286,-0.06632085141681437,-0.07494427213040428,-0.043263479620945344,0.14683291734271778
lehrkraft_1,2025-12-03,0.058088601692449116,0.007555760896310493,0.016292309009265954,-0.01617146674734926,0.03603520062952292,0.03152611894927049,-0.014374567410489592,0.0803578925033035
lehrkraft_1,2025-12-04,0.0057531795728505974,0.05159863822309857,0.03283023026395926,0.053972371640368666,0.012615458408440305,0.034333423100814386,0.06977975908803496,0.11354958376147907
lehrkraft_1,2025-12-05,0.005802050272671666,-0.1160818476418632,-0.05165887467366145,-0.03359030121541379,0.005939661461317469,0.07744496113456611,-0.024375581251712408,0.15470222154957888
lehrkraft_1,2025-12-08,-0.006230930544275315,0.08093065391954586,0.024367489002612625,0.032020012484827054,0.011252072467622332,-0.08144017897747302,0.04779436261289499,0.13134330566643346
lehrkraft_1,2025-12-09,0.035942882570593804,-0.03496058664168211,0.0002361985026249902,-0.04434670614427161,-0.002109298749899069,0.030871562981523104,-0.05663314649303158,0.09298190891368453
lehrkraft_1,2025-12-10,-0.02591716591073351,0.026785636337459895,0.0045465836269009685,-0.006774558860422886,-0.015341080608287816,-0.06275785054573468,-0.015181256483887573,0.0765513094666395
lehrkraft_1,2025-12-11,-0.00692918750457977,0.041920670256846426,0.012106864530733813,0.05135180315468074,0.00677318998171067,0.017970359226697652,0.06749091770823251,0.09753345055222751
lehrkraft_1,2026-01-12,0.03276928014096081,-0.13202774492963007,-0.0773992122428862,-0.015492984509295316,0.05461302609478391,0.01411924177369095,0.015240066891507698,0.16777966808685715
lehrkraft_1,2026-01-15,-0.029894835874815118,0.10430805203106117,0.059473419615662854,0.025934893222643807,-0.05419818480309213,0.009225913378874628,-0.00889276473411632,0.13814926433386573
lehrkraft_1,2026-01-16,-0.010716654708004425,0.012214700655068841,-0.011729827850417318,0.0035768192543316757,-0.025736070930298338,-0.009341650046286842,-0.02879056695305182,0.04464231866286645
lehrkraft_1,2026-01-19,0.0177106194674867,-0.029619402405791,0.03046936195786068,-0.024306228012292763,0.01647534051499111,0.0038022055852790504,0.03654907959172343,0.06581700851985571
lehrkraft_1,2026-01-21,-0.15244993104038718,0.06088214239888838,0.006354745330947237,-0.06286004476945134,-0.07765001210717531,-0.14966070791573954,-0.11157482556039039,0.26798540692890777
lehrkraft_1,2026-01-29,0.13729481739855748,-0.09074771021719524,-0.07132165525969204,0.06492311510150067,0.10905167497700763,0.16310796805608818,0.1322341761109651,0.30392294676127185
