gruppe,cluster,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,polaritaet_gesamt
LK_1,1,0.48070371039751675,0.14939938145160087,0.17604734698072377,0.3731551798533824,0.41292286504390285,0.44204115244531944,0.40795648962223174,1.0
LK_1,2,0.4034108303466049,0.2900204872446384,0.3355631215913528,0.4591859182888722,0.3054345950673294,0.40534840197018884,0.32084152354892664,1.0
LK_1,3,-0.21927707515139896,-0.09470899565600052,-0.22137504833527769,-0.36354777970359864,-0.21109026357685393,-0.6526830080264658,-0.38704798831908493,-1.0
LK_other,1,0.4540020724924632,0.1596610697417049,0.16696032053115228,0.37922971341382294,0.39990710810143165,0.4536624993559599,0.435390323879404,1.0
LK_other,2,0.40175846134496207,0.29487083352468907,0.3229078546034459,0.4526319076964088,0.3054883743342467,0.403731838398192,0.3260552130625938,1.0
LK_other,3,-0.21664532960332966,-0.14859444571344402,-0.23330637123613598,-0.3556652224254844,-0.24122109082400137,-0.5570456387410581,-0.46633152869985134,-1.0
