id,gruppe_id,teilnehmer_id,datum,thema,lehrkraft_id,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,delta_d_semantisch,polaritaetswechsel,dominanzwechsel,kipppunkt_kandidat
517,2,8,2025-09-02,Stochastik (Wahrscheinlichkeitsrechnung): komplÜb,1,kognition,2.2069589158005,1,3.916840808544,0.5634523814352,0.076723644298226,0.31177537024684,0.31845471584113,0.42787289584912,0.43423975906972,0.32614892186079,-0.11290432096670022,False,True,True
518,2,8,2025-09-02,Stochastik (Wahrscheinlichkeitsrechnung): komplÜb,1,performanz,2.2329100933114,1,4.2154606819304,0.47702884675405,0.035858957413928,0.14440605365886,0.38564030488792,0.40772019219027,0.52969413424763,0.39340778595657,0.2986198733864005,False,True,True
511,0,8,2025-09-04,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,1,kognition,1.919667488646,1,3.1988921097457,0.60010197961283,0.028359326892356,0.086449473354213,0.30337364378423,0.40429765756495,0.44207952411901,0.42504956153813,-1.0165685721847004,False,True,True
512,0,8,2025-09-04,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,1,kognition,2.7682973486899,1,4.466581322438,0.6197785176323,0.02801118491248,0.21750641921344,0.23950031054412,0.50737318760695,0.42467013619691,0.2695250780338,1.2676892126923005,False,False,True
513,0,8,2025-09-04,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,1,performanz,1.7011124840356,1,3.5863224441572,0.44140928068148,0.05461982512367,0.046057928264602,0.44525025198419,0.40530347089364,0.47433206779451,0.46101844996376,-0.8802588782808005,False,True,True
514,0,8,2025-09-04,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,1,performanz,1.5905662396008,1,2.8317859427849,0.34456488256982,0.060358887711972,0.16437475016394,0.43433565860583,0.4076290773864,0.56168109275437,0.42463059971445,-0.7545365013723,False,False,True
515,0,8,2025-09-04,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,1,regulation,2.3358286965014,1,4.766014081322,0.46034606997404,0.12046710266232,0.13530206615574,0.39610570126781,0.40717581938225,0.43859820175407,0.49010006173814,1.9342281385371,False,True,True
507,2,8,2025-09-09,Weitere Themen: JahrAb,1,kognition,2.1969604991137,1,3.9082087439743,0.56213857080057,0.033812121852611,0.13194589398309,0.32139828186305,0.47968884541538,0.45640853074794,0.35176006075289,-0.8578053373476999,False,True,True
508,2,8,2025-09-09,Weitere Themen: JahrAb,1,kognition,2.3317185870149,1,3.9472334029979,0.59072075090275,0.036035643093624,0.11051648660271,0.31723657760352,0.43648255743814,0.44637104913987,0.38357304861061,0.03902465902360008,False,False,True
509,2,8,2025-09-09,Weitere Themen: JahrAb,1,motivation,1.7887542255783,1,3.6925617798486,0.37799176392,0.29900821245121,0.11519354329811,0.48441962193939,0.33975715054035,0.47906625432386,0.41813822966906,-0.25467162314930025,False,True,True
510,2,8,2025-09-09,Weitere Themen: JahrAb,1,kognition,2.1462963786463,1,4.3406553652064,0.49446253006518,0.26550279432215,0.053552965854877,0.37877182858556,0.4109033095443,0.44109602015534,0.41864927793105,0.6480935853578003,False,True,True
502,0,8,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,18,performanz,2.3109789539464,1,4.2267654246527,0.47677827225107,0.029101673612821,0.18876931920107,0.37123620550147,0.41495444348257,0.54674751359335,0.35673607896479,-0.11388994055370016,False,True,True
503,0,8,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,18,kognition,2.7431027601632,1,4.4247995695105,0.61993690735636,0.028768242753371,0.20958625007286,0.24606156155614,0.50280793819869,0.42502155926261,0.27733420685918,0.19803414485780024,False,True,True
504,0,8,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,18,motivation,1.8934141982597,1,3.6130190037089,0.39519609169617,0.022142086298747,0.27097533602843,0.52405175721425,0.30923960994252,0.43341160873097,0.4602082199323,-0.8117805658016004,False,True,True
505,0,8,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,18,motivation,1.7915442913418,1,3.3533597644884,0.41425099938255,0.29820749581207,0.29614522655344,0.53425193675745,0.28669873699374,0.4000688015956,0.35225572510267,-0.25965923922049994,False,False,True
506,0,8,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,18,kognition,2.509295155464,1,3.8411483190915,0.65326522548996,0.020984344791132,0.16805441832496,0.2240481499757,0.47451664831199,0.42970909557727,0.29076309654101,0.4877885546031,False,True,True
497,2,8,2025-09-16,Statistik: Üb,1,kognition,2.5299323006465,1,4.4248015064122,0.57176046866182,0.052169000706233,0.13681307367429,0.33444133727735,0.45024896048661,0.45411408885347,0.36173372051404,0.5836531873206998,False,False,True
498,2,8,2025-09-16,Statistik: Üb,1,kognition,2.5684402293092,1,4.7203348418297,0.54412131218651,0.034339382852549,0.145716218238,0.32815106372612,0.43803370736583,0.46050645028912,0.41218019240003,0.2955333354175007,False,False,True
499,2,8,2025-09-16,Statistik: Üb,1,kognition,2.1107934644134,1,3.6856067041269,0.5727110640805,0.23541902145029,0.25560735813441,0.39136333009483,0.38505679553671,0.38612816516834,0.31734905313491,-1.0347281377028006,False,False,True
500,2,8,2025-09-16,Statistik: Üb,1,kognition,1.9179730577314,1,2.5315625227324,0.75762121784339,0.017681259848529,0.099494978821222,0.14000273146105,0.47547292371446,0.32817787034038,0.24982860468211,-1.1540441813944997,False,False,True
501,2,8,2025-09-16,Statistik: Üb,1,motivation,1.4967807162732,1,3.0334590316781,0.40960998879063,0.27178769119693,0.29238363314321,0.4934221185852,0.341322519198,0.45002586477868,0.3322146862729,0.5018965089456997,False,True,True
491,0,8,2025-09-18,Statistik: Modalwerte uzw.,20,performanz,2.1625397852702,1,4.5039203437359,0.43533203634603,0.17064144437225,0.24094742665989,0.42185314901355,0.37315321830169,0.48014503338796,0.41900448192064,1.4704613120578003,False,True,True
492,0,8,2025-09-18,Statistik: Modalwerte uzw.,20,kognition,1.752927244018,1,3.2645506643148,0.53695655381115,0.12160901291853,0.19430850592622,0.27023992750622,0.42310320660401,0.44252841115942,0.45961902581514,-1.2393696794211002,False,True,True
494,0,8,2025-09-18,Statistik: Modalwerte uzw.,20,regulation,-0.74858726918585,-1,0.96264977534088,0.021349624177684,-0.41239907407518,-0.085695451404158,-0.093673302237096,-0.18182046073475,0.41901596751576,-0.77762392110003,-1.49921118445872,True,True,True
495,0,8,2025-09-18,Statistik: Modalwerte uzw.,20,kognition,2.5899266221521,1,3.9616281763079,0.65375142981024,0.020188937491774,0.17795902621968,0.21551271160253,0.48286309892829,0.42735618451169,0.27980565003485,2.9989784009670197,True,True,True
496,0,8,2025-09-18,Statistik: Modalwerte uzw.,20,performanz,2.3873818978672,1,4.8132423847205,0.4773523869177,0.032963222544364,0.19838510195742,0.36681434058371,0.44252851796465,0.49600181063553,0.39406252672769,0.8516142084125997,False,True,True
486,2,8,2025-09-23,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,performanz,2.1625397852702,1,4.5039203437359,0.43533203634603,0.17064144437225,0.24094742665989,0.42185314901355,0.37315321830169,0.48014503338796,0.41900448192064,-0.3093220409845996,False,False,True
487,2,8,2025-09-23,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,kognition,2.2069589158005,1,3.916840808544,0.5634523814352,0.076723644298226,0.31177537024684,0.31845471584113,0.42787289584912,0.43423975906972,0.32614892186079,-0.5870795351919003,False,True,True
488,2,8,2025-09-23,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,motivation,1.4967807162732,1,3.0334590316781,0.40960998879063,0.27178769119693,0.29238363314321,0.4934221185852,0.341322519198,0.45002586477868,0.3322146862729,-0.8833817768659,False,True,True
489,2,8,2025-09-23,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,kognition,1.628635644424,1,3.1766681938078,0.51268512107983,0.22387537947476,0.28929848813247,0.40637796246605,0.35743108585166,0.47592781995218,0.2897007950665,0.14320916212970003,False,True,True
490,2,8,2025-09-23,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,performanz,1.9966423536502,1,4.363566322741,0.38111368433806,0.2107779087295,0.2996903444672,0.41367887200184,0.37838787209203,0.45757016858961,0.44365312663578,1.1868981289332,False,True,True
481,0,8,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,18,kognition,2.2695603074222,1,4.6143522661946,0.49184701514428,0.066637240554422,0.10076650727626,0.3761711578146,0.46666900604633,0.43049909450131,0.44595246052161,0.25078594345360017,False,True,True
482,0,8,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,18,performanz,-1.4552652158942,-1,2.4366088452089,-0.21141108626145,-0.15707180025819,-0.29598138611071,-0.37273403427469,-0.25021502605258,-0.59724778816174,-0.53364545639735,-2.1777434209857,True,True,True
483,0,8,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,18,kognition,2.509295155464,1,3.8411483190915,0.65326522548996,0.020984344791132,0.16805441832496,0.2240481499757,0.47451664831199,0.42970909557727,0.29076309654101,1.4045394738826,True,True,True
484,0,8,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,18,kognition,1.7468429863796,1,4.0578127668032,0.43048774842273,0.28241639133245,0.31314652429469,0.41780346808517,0.36786569284546,0.40358753700582,0.40507752344252,0.2166644477116999,False,False,True
485,0,8,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,18,performanz,2.0572421247468,1,4.2232398182455,0.40026681249274,0.052532231378949,0.099371654040563,0.40918835544341,0.4443088960178,0.48712300083671,0.47435541413308,0.1654270514423004,False,True,True
476,2,8,2025-09-30,Kreis: Üb,1,performanz,1.5566689652548,1,2.5067581730363,0.26142891558259,0.011477205989188,-0.061471372040178,0.42662989407497,0.21000085495624,0.62098640871495,0.5621378322668,-1.7164816452092002,False,False,True
477,2,8,2025-09-30,Kreis: Üb,1,kognition,2.1688746734496,1,3.1172442691244,0.69576444081953,0.0,0.16369007378504,0.15193693723741,0.48658802563816,0.43032265210642,0.20995395265513,0.6104860960881,False,True,True
478,2,8,2025-09-30,Kreis: Üb,1,motivation,2.3227360396724,1,3.9750000629739,0.17941811396465,0.3064579482815,0.44170566749062,0.58433463132786,0.16092476683906,0.44557123444439,0.33601528429533,0.8577557938495,False,True,True
479,2,8,2025-09-30,Kreis: Üb,1,performanz,1.4379403300243,1,2.9937278924857,0.43599502753241,0.052052178841117,0.043996164065169,0.44115162458747,0.4076736139843,0.48031604023636,0.4623208124977,-0.9812721704882001,False,True,True
480,2,8,2025-09-30,Kreis: Üb,1,kognition,1.65799276022,1,2.5548891531968,0.64894645964613,0.0,0.26242424293343,0.17143533804532,0.43067955000217,0.53294810871909,0.10528791309176,-0.43883873928889994,False,True,True
473,0,8,2025-10-02,Prüfungsvorbereitung: Übungen zu linearen Gleichungen und Wdh. von Geometrie + Prozentrechnung,18,kognition,2.6228056368715,1,4.6361765459891,0.56572478498315,0.048988682338982,0.17044432813436,0.3147111289115,0.48920271513479,0.42441388016159,0.36056963398192,2.0812873927923,False,False,True
475,0,8,2025-10-02,Prüfungsvorbereitung: Übungen zu linearen Gleichungen und Wdh. von Geometrie + Prozentrechnung,18,performanz,1.8125938090566,1,3.4721038792412,0.39217224110269,0.21769801896299,0.29717024810151,0.46920701499411,0.33079089078195,0.52204330620997,0.32921959148461,1.2930087179949,False,True,True
468,2,8,2025-10-07,Statistik: komplÜ,1,performanz,1.7503923860708,1,3.2500733602901,0.38839016543615,0.042134255804933,0.11434696884422,0.40387347344296,0.423619496146,0.53856845872242,0.44908034483934,-0.22203051895110004,False,False,True
469,2,8,2025-10-07,Statistik: komplÜ,1,kognition,2.6228056368715,1,4.6361765459891,0.56572478498315,0.048988682338982,0.17044432813436,0.3147111289115,0.48920271513479,0.42441388016159,0.36056963398192,1.386103185699,False,True,True
470,2,8,2025-10-07,Statistik: komplÜ,1,performanz,-1.8674785612985,-1,2.1129969924978,-0.23666123224212,0.09973348232948,-0.23115913641968,-0.28495457071789,-0.12530584779423,-0.88380141094134,0.050941979720327,-2.5231795534913,True,True,True
471,2,8,2025-10-07,Statistik: komplÜ,1,kognition,1.7468429863796,1,4.0578127668032,0.43048774842273,0.28241639133245,0.31314652429469,0.41780346808517,0.36786569284546,0.40358753700582,0.40507752344252,1.9448157743054,True,True,True
472,2,8,2025-10-07,Statistik: komplÜ,1,performanz,2.3014253844218,1,4.5347833117075,0.41476969392919,0.051856732935361,0.10098465693496,0.42176385072412,0.42040859468173,0.50750392051611,0.45042902589896,0.4769705449043,False,True,True
463,0,8,2025-10-09,Stochastik (Wahrscheinlichkeitsrechnung): Wdh. von Wahrscheinlichkeitsrechnung,18,performanz,2.1524916087874,1,3.7834187822736,0.43529939562806,0.035551443866491,0.119184436252,0.4104201615304,0.35006848278279,0.56892616001453,0.42470070376623,-0.7513645294339,False,False,True
464,0,8,2025-10-09,Stochastik (Wahrscheinlichkeitsrechnung): Wdh. von Wahrscheinlichkeitsrechnung,18,kognition,2.1688746734496,1,3.1172442691244,0.69576444081953,0.0,0.16369007378504,0.15193693723741,0.48658802563816,0.43032265210642,0.20995395265513,-0.6661745131491998,False,True,True
465,0,8,2025-10-09,Stochastik (Wahrscheinlichkeitsrechnung): Wdh. von Wahrscheinlichkeitsrechnung,18,performanz,2.0560234558756,1,3.7592794149567,0.38312516016929,0.20106786940037,0.30305502307402,0.46025162147509,0.32355873327168,0.54691810843174,0.32449642541173,0.6420351458322999,False,True,True
466,0,8,2025-10-09,Stochastik (Wahrscheinlichkeitsrechnung): Wdh. von Wahrscheinlichkeitsrechnung,18,performanz,2.2176844063113,1,4.4959941585393,0.375599256091,0.19102751887718,0.30355711105251,0.41043602931968,0.36850416155279,0.49325675157556,0.42746583907391,0.7367147435826005,False,False,True
467,0,8,2025-10-09,Stochastik (Wahrscheinlichkeitsrechnung): Wdh. von Wahrscheinlichkeitsrechnung,18,kognition,2.509295155464,1,3.8411483190915,0.65326522548996,0.020984344791132,0.16805441832496,0.2240481499757,0.47451664831199,0.42970909557727,0.29076309654101,-0.6548458394478005,False,True,True
459,2,8,2025-10-21,Geometrie: Körper,1,performanz,2.0870902816588,1,4.4145152628884,0.43968804871547,0.17418202291411,0.23306809459268,0.42217648532543,0.37570820245601,0.47277796758904,0.42320341528376,0.5733669437968998,False,True,True
460,2,8,2025-10-21,Geometrie: Körper,1,kognition,1.8346726067272,1,3.2578547618,0.56315186199242,0.031352009134577,0.21853304168741,0.26739485678908,0.44746296860024,0.50787483501136,0.32319380690867,-1.1566605010883997,False,True,True
461,2,8,2025-10-21,Geometrie: Körper,1,kognition,1.7468429863796,1,4.0578127668032,0.43048774842273,0.28241639133245,0.31314652429469,0.41780346808517,0.36786569284546,0.40358753700582,0.40507752344252,0.7999580050031998,False,False,True
462,2,8,2025-10-21,Geometrie: Körper,1,kognition,1.8515721846579,1,3.1492118583832,0.58794593328796,0.015904736151126,0.19002988281868,0.28714245259574,0.39675344827274,0.52855286700544,0.31419212553827,-0.90860090842,False,False,True
455,0,8,2025-10-23,Weitere Themen: Übungsaufgaben zum Lösen linearer Gleichungen,18,performanz,1.5752921706211,1,3.3390173794307,0.4453971633637,0.10840822376021,0.24513638282625,0.41734687449694,0.34808714570617,0.47178174708159,0.46027176364271,0.18980552104750004,False,True,True
456,0,8,2025-10-23,Weitere Themen: Übungsaufgaben zum Lösen linearer Gleichungen,18,kognition,1.8124059963247,1,2.7008782028216,0.67104073187158,0.0,0.13221920340388,0.18986342323182,0.46057081054162,0.46390437256253,0.26236264134944,-0.6381391766091,False,True,True
457,0,8,2025-10-23,Weitere Themen: Übungsaufgaben zum Lösen linearer Gleichungen,18,performanz,1.7623605672214,1,3.1844962872024,0.35830210771604,0.21987884155731,0.30560875784078,0.47619592143151,0.25159370964146,0.55341720451418,0.36542762457524,0.4836180843808,False,True,True
458,0,8,2025-10-23,Weitere Themen: Übungsaufgaben zum Lösen linearer Gleichungen,18,regulation,1.0748847029185,1,2.1705909655679,0.41016065224904,0.049968981073429,0.032170610827381,0.39633397743253,0.46323979442207,0.45970750767414,0.49520143037311,-1.0139053216344998,False,True,True
451,0,8,2025-10-30,Weitere Themen: Selina wollte Physik eigenständig lernen,18,kognition,2.078940017929,1,3.0075822377954,0.69123067675319,0.0,0.25591478507693,0.12837894832579,0.46807332157981,0.46358479692794,0.078844605250314,0.8369912722274999,False,True,True
452,0,8,2025-10-30,Weitere Themen: Selina wollte Physik eigenständig lernen,18,kognition,2.1118789605959,1,3.9754603937968,0.53122744012662,0.022266357176725,0.15845702965771,0.31305095472288,0.4683200092299,0.49369494887372,0.36211699940813,0.9678781560014,False,False,True
454,0,8,2025-10-30,Weitere Themen: Selina wollte Physik eigenständig lernen,18,performanz,1.6514653847318,1,3.1819690767104,0.46303540907394,0.052306337430451,0.18165981882267,0.37481530099105,0.44958792227474,0.51900573351321,0.37131243005745,1.5596179124879999,False,True,True
446,2,8,2025-11-04,Algebra: TermeBinF,1,performanz,2.1018406752718,1,4.0297451295107,0.50229795388456,0.030986423052732,0.16577460984972,0.36043056753727,0.43342058043781,0.52158024686899,0.35977892556151,0.8477760528003002,False,False,True
447,2,8,2025-11-04,Algebra: TermeBinF,1,kognition,2.6228056368715,1,4.6361765459891,0.56572478498315,0.048988682338982,0.17044432813436,0.3147111289115,0.48920271513479,0.42441388016159,0.36056963398192,0.6064314164783999,False,True,True
448,2,8,2025-11-04,Algebra: TermeBinF,1,kognition,2.4241953523872,1,3.6133900265862,0.67089038981313,0.0,0.27260700094581,0.12121547483737,0.48802215807,0.46603119948005,0.074445120390985,-1.0227865194029002,False,False,True
449,2,8,2025-11-04,Algebra: TermeBinF,1,performanz,-1.4208154801294,-1,2.4266476899275,-0.20928205410567,-0.16359950628713,-0.29551362807447,-0.37210261836463,-0.25185081429813,-0.58550305056493,-0.54534086931492,-1.1867423366586998,True,True,True
450,2,8,2025-11-04,Algebra: TermeBinF,1,regulation,1.9126138920563,1,4.0164817262936,0.4588553814492,0.047909025290553,0.09026084042588,0.38084333672938,0.45894389366437,0.44336919087771,0.47619017351276,1.5898340363661,True,True,True
443,0,8,2025-11-06,Prüfungsvorbereitung: Vorbereitung auf eine Physik Arbeit,18,kognition,2.6228056368715,1,4.6361765459891,0.56572478498315,0.048988682338982,0.17044432813436,0.3147111289115,0.48920271513479,0.42441388016159,0.36056963398192,0.6196948196954999,False,True,True
444,0,8,2025-11-06,Prüfungsvorbereitung: Vorbereitung auf eine Physik Arbeit,18,motivation,1.7915442913418,1,3.3533597644884,0.41425099938255,0.29820749581207,0.29614522655344,0.53425193675745,0.28669873699374,0.4000688015956,0.35225572510267,-1.2828167815007,False,True,True
445,0,8,2025-11-06,Prüfungsvorbereitung: Vorbereitung auf eine Physik Arbeit,18,kognition,2.509295155464,1,3.8411483190915,0.65326522548996,0.020984344791132,0.16805441832496,0.2240481499757,0.47451664831199,0.42970909557727,0.29076309654101,0.4877885546031,False,True,True
1532,11,8,2025-11-13,Analytische Geometrie: Satz des Pythagoras,23,regulation,1.7810357015046,1,3.5846603474751,0.44499407838611,0.049847783190915,0.036900952175072,0.39802316963037,0.42437609028194,0.46125148062342,0.49684783504823,-0.2564879716163997,False,True,True
1533,11,8,2025-11-13,Analytische Geometrie: Satz des Pythagoras,23,motivation,1.376852504409,1,2.4862506965683,0.25215758794377,0.31975729701126,0.30109151145213,0.55378444678366,0.18303761876473,0.51110202343942,0.37696474323594,-1.0984096509068002,False,True,True
1534,11,8,2025-11-13,Analytische Geometrie: Satz des Pythagoras,23,performanz,1.7185730315922,1,3.4752254188631,0.31877151424459,0.19146773728403,0.17310725067521,0.46890082280075,0.38408892483263,0.49451988842658,0.46883978948033,0.9889747222948002,False,True,True
1535,11,8,2025-11-13,Analytische Geometrie: Satz des Pythagoras,23,methodik,1.8854957043321,1,3.7317859790821,0.37257320256638,0.065140373552156,0.042626149480566,0.41815824906125,0.50525155043332,0.42545974279615,0.4939353695448,0.256560560219,False,True,True
1536,11,8,2025-11-13,Analytische Geometrie: Satz des Pythagoras,23,kognition,1.8515721846579,1,3.1492118583832,0.58794593328796,0.015904736151126,0.19002988281868,0.28714245259574,0.39675344827274,0.52855286700544,0.31419212553827,-0.5825741206989004,False,True,True
1528,11,8,2025-11-20,Weitere Themen: Satz des Pythagoras,23,kognition,2.6228056368715,1,4.6361765459891,0.56572478498315,0.048988682338982,0.17044432813436,0.3147111289115,0.48920271513479,0.42441388016159,0.36056963398192,1.4869646876059002,False,False,True
1529,11,8,2025-11-20,Weitere Themen: Satz des Pythagoras,23,kognition,0.8988692056326,1,1.2686018126927,0.70854551143168,-0.47817808844851,0.094671007275107,-0.032339259882884,0.29739603894933,0.408019253052,0.066035343293338,-3.3675747332964,False,False,True
1530,11,8,2025-11-20,Weitere Themen: Satz des Pythagoras,23,regulation,1.8828031492309,1,3.8315882893206,0.34159194361358,0.050489890093849,0.13608916481414,0.46054549880966,0.48061125031933,0.42153089340279,0.4913884512577,2.5629864766279002,False,True,True
1531,11,8,2025-11-20,Weitere Themen: Satz des Pythagoras,23,kognition,1.2359670316972,1,2.3758776117239,0.52021275147791,0.063656182750363,0.10754018941885,0.2985663765112,0.48412729841353,0.38234554658149,0.49400813163894,-1.4557106775967,False,True,True
1524,2,8,2025-11-25,Geometrie: SdP,1,kognition,2.0311230831007,1,3.8229300313861,0.5312987037268,0.20795513229951,0.31164531269073,0.34246928522452,0.41648835124838,0.41913366222758,0.33305785235829,1.4470524196621999,False,False,True
1525,2,8,2025-11-25,Geometrie: SdP,1,performanz,2.3369126707959,1,4.6528861597638,0.45163227136925,0.21250462012127,0.1734894590181,0.40952500747516,0.40519201492762,0.50224904888369,0.3696238348482,0.8299561283777002,False,True,True
1526,2,8,2025-11-25,Geometrie: SdP,1,performanz,2.06132346452,1,3.8092753542734,0.46064846728107,0.033447451813805,0.14540012885798,0.38824406928337,0.41376980713662,0.54113128128023,0.38829864222467,-0.8436108054904001,False,False,True
1527,2,8,2025-11-25,Geometrie: SdP,1,kognition,1.7468429863796,1,4.0578127668032,0.43048774842273,0.28241639133245,0.31314652429469,0.41780346808517,0.36786569284546,0.40358753700582,0.40507752344252,0.24853741252979988,False,True,True
1519,11,8,2025-11-27,Trigonometrie: Einführung in die trigonometrischen Funktionen,18,regulation,1.7810357015046,1,3.5846603474751,0.44499407838611,0.049847783190915,0.036900952175072,0.39802316963037,0.42437609028194,0.46125148062342,0.49684783504823,-0.4731524193280996,False,True,True
1520,11,8,2025-11-27,Trigonometrie: Einführung in die trigonometrischen Funktionen,18,performanz,1.4780206620485,1,3.1813676431278,0.43697363840821,0.31432923474525,0.046982968609961,0.43014855236104,0.39172434957001,0.46458510363938,0.39207451324792,-0.4032927043473,False,True,True
1521,11,8,2025-11-27,Trigonometrie: Einführung in die trigonometrischen Funktionen,18,performanz,1.7816761805797,1,3.5517580419398,0.42323574484856,0.16129366203002,0.30455667553456,0.39291713687201,0.3511092726904,0.50163078206162,0.4156926989252,0.37039039881199987,False,False,True
1522,11,8,2025-11-27,Trigonometrie: Einführung in die trigonometrischen Funktionen,18,regulation,1.0748847029185,1,2.1705909655679,0.41016065224904,0.049968981073429,0.032170610827381,0.39633397743253,0.46323979442207,0.45970750767414,0.49520143037311,-1.3811670763719,False,True,True
1523,11,8,2025-11-27,Trigonometrie: Einführung in die trigonometrischen Funktionen,18,motivation,1.1140601570329,1,2.2244020276868,0.19364208074315,0.35739781573953,0.42969720372575,0.50083354305157,0.22503762744528,0.4494585996363,0.38292514080657,0.053811062118899855,False,True,True
1514,2,8,2025-12-02,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,kognition,2.1928329711058,1,3.9028243912711,0.56185652560873,0.035514064351567,0.10716096158394,0.3336892807476,0.43935402011948,0.47241530936597,0.37948739649417,1.6784223635842999,False,True,True
1515,2,8,2025-12-02,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,kognition,2.2375701027702,1,4.04857516276,0.55267951958922,0.19636489490517,0.31562955398473,0.31897353826335,0.43567210529291,0.4119372974083,0.30840327964697,0.14575077148889992,False,False,True
1516,2,8,2025-12-02,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,motivation,1.1140601570329,1,2.2244020276868,0.19364208074315,0.35739781573953,0.42969720372575,0.50083354305157,0.22503762744528,0.4494585996363,0.38292514080657,-1.8241731350731998,False,True,True
1517,2,8,2025-12-02,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,performanz,2.0864958050995,1,3.9909291971125,0.50686404877188,0.033885703813723,0.13418955811809,0.37059932669004,0.40085263899891,0.52280821682502,0.39060672750351,1.7665271694257,False,True,True
1518,2,8,2025-12-02,Stochastik (Wahrscheinlichkeitsrechnung): BaumD,1,motivation,0.292,1,0.47720959755646,0.42538068645846,0.16763770894915,0.25145656342372,0.61187763766439,0.0,0.52386784046609,0.28079316248982,-3.51371959955604,False,True,True
1509,11,8,2025-12-04,Geometrie: trigFk,1,kognition,2.1928329711058,1,3.9028243912711,0.56185652560873,0.035514064351567,0.10716096158394,0.3336892807476,0.43935402011948,0.47241530936597,0.37948739649417,3.4256147937146397,False,True,True
1510,11,8,2025-12-04,Geometrie: trigFk,1,performanz,1.8608741963844,1,3.0556171049096,0.55550638970887,0.0,0.29078875442313,0.25128473348535,0.3845063379814,0.60899911294624,0.15804728787018,-0.8472072863614999,False,True,True
1511,11,8,2025-12-04,Geometrie: trigFk,1,kognition,2.3317185870149,1,3.9472334029979,0.59072075090275,0.036035643093624,0.11051648660271,0.31723657760352,0.43648255743814,0.44637104913987,0.38357304861061,0.8916162980883002,False,True,True
1512,11,8,2025-12-04,Geometrie: trigFk,1,kognition,1.8796171795718,1,3.9646280613375,0.47409552914842,0.41406760217284,0.095995289892389,0.41406760217284,0.43806451980786,0.35846842256622,0.32048275638434,0.017394658339599633,False,False,True
1513,11,8,2025-12-04,Geometrie: trigFk,1,kognition,1.5684720974388,1,3.0254345195717,0.51842699057686,0.20645917289249,0.26341793863257,0.36536033774548,0.50138374535,0.37996826043006,0.29993787516034,-0.9391935417657997,False,False,True
1504,2,8,2025-12-09,Statistik: Üb,1,performanz,1.6203139294579,1,2.8371568730149,0.54845682023067,0.028021755359531,0.16693232310901,0.30201188330985,0.37207718972365,0.57110279443525,0.33871143059007,-0.1882776465567999,False,True,True
1505,2,8,2025-12-09,Statistik: Üb,1,regulation,1.9772187354812,1,3.5945149852943,0.44008146001926,0.21195562268381,0.24766753587711,0.30191198612596,0.39195609564178,0.39077811478869,0.55006398441248,0.7573581122794,False,True,True
1506,2,8,2025-12-09,Statistik: Üb,1,performanz,1.5618287758453,1,1.9879308952083,0.25799613514327,0.0,0.29557723419353,0.36640379277672,0.20507194513958,0.78565151489663,0.22914512287584,-1.6065840900860002,False,True,True
1507,2,8,2025-12-09,Statistik: Üb,1,kognition,2.1578157776495,1,4.3971375276988,0.49073081220424,0.060721922309847,0.069526878632361,0.41129175166939,0.38033388003918,0.45934695578322,0.47522962004667,2.4092066324905,False,True,True
1508,2,8,2025-12-09,Statistik: Üb,1,regulation,1.8319677065092,1,3.9096314098023,0.46255600050836,0.047647478235413,0.088401420546268,0.37849837337598,0.46503960928608,0.44369421491831,0.46857691396354,-0.4875061178964999,False,True,True
1499,11,8,2025-12-11,Trigonometrie: Rechnen mit den trigonometrischen Funktionen,18,performanz,2.1744618745086,1,4.4388621375364,0.46577705352531,0.21582431903798,0.15028280583915,0.40837051156953,0.4063458558203,0.48986810323295,0.37686600340078,0.5292307277341002,False,True,True
