intervention,n,mean_delta_norm,mean_abs_delta_dichte,mean_delta_dichte,mean_cosine_shift,dominanzwechsel_rate,polaritaetswechsel_rate,delta_kognition,delta_sozial,delta_affektiv,delta_motivation,delta_methodik,delta_performanz,delta_regulation
emotionale_stuetzung,242,0.45006794251622223,1.0325508517849744,0.007074684267902476,0.1994262942050277,0.756198347107438,0.07851239669421488,-0.01126107918002538,0.004543178200027183,0.0015089469178282179,-0.004585052318884479,-0.008556497142739008,-0.017987788899100594,-0.008900203175787711
metakognition,538,0.4151266491991665,0.9656853088512759,-0.023002712625027507,0.16545377078388182,0.7174721189591078,0.05762081784386617,-0.009831852774942416,0.009829910295345778,0.0013320956644399201,0.0037013081724739313,-0.004911212618302573,-0.005263779502062025,0.002126523828893528
aktivierungsfragen,134,0.4097338943105385,1.0409601226871934,-0.11426797748206641,0.14369866568741563,0.7238805970149254,0.03731343283582089,-0.010583630173520903,0.007468446432251721,0.00022600034831465432,-0.010030171853027549,-0.007606145022396567,-0.018442369791181128,-0.01173534198275459
regelhinweise,117,0.3951426597402807,0.9078122785897393,-0.00538329019002307,0.15905864949751186,0.6752136752136753,0.05982905982905983,-0.005492042442774278,0.006811160336252045,0.006639709949955775,0.009674725977634958,-0.0018098804792325645,0.02059703887800495,0.006779092539484517
lob,397,0.3943105850607483,0.9046069538088237,-0.02090689169487531,0.14718627097380454,0.7279596977329975,0.04785894206549118,-0.009367608673924667,0.004388047530831279,0.006969768752578096,0.0002961187982620934,-0.006791987660870481,-0.0004476581324760529,-0.0016882604343421465
ohne_klassifizierte_intervention,20,0.330039277233598,0.9083136987488452,0.03613069136647503,0.060381745920552496,0.65,0.0,0.020611267926522504,0.00047090552506609957,-0.0053912780555242495,-0.026834598163986,0.019848575813533505,0.009572594407170495,-0.020750834976041
strukturierung,178,0.3195728536389892,0.9163251794904844,0.06492207382762923,0.0756548315062533,0.6966292134831461,0.011235955056179775,0.0014064143879829786,0.009015882163287567,0.0013866097670846725,0.016081281462144638,0.0071254526602688205,0.010909527651525149,0.013733986140473607
