gruppe,datum,X_kmp,Y_samr
lehrkraft_1,2025-09-10,1.2869594487861111,0.9519794042820537
lehrkraft_1,2025-09-11,1.1494400168365964,0.8379274119557041
lehrkraft_1,2025-09-12,1.176240331265899,0.6436108277567141
lehrkraft_1,2025-09-15,1.2796135076740454,1.00217803105639
lehrkraft_1,2025-09-16,1.35770096479473,1.038969402157897
lehrkraft_1,2025-09-17,1.355799093701758,1.0073885214510314
lehrkraft_1,2025-09-18,1.2237752821111212,0.9180893727909244
lehrkraft_1,2025-09-19,1.0403276570930071,0.7800021765008457
lehrkraft_1,2025-09-22,1.374470823351532,1.0124463667014871
lehrkraft_1,2025-09-23,1.2364231519014464,0.9516310014650117
lehrkraft_1,2025-09-24,1.455881118815066,0.8175516508397919
lehrkraft_1,2025-09-25,1.3772140190460223,0.9518426829492653
lehrkraft_1,2025-09-26,1.3768303392779326,0.9800806783226956
lehrkraft_1,2025-09-29,1.2667205146713458,0.8539397697623761
lehrkraft_1,2025-09-30,1.276665856755865,0.8462893048381972
lehrkraft_1,2025-10-01,1.3225022133532347,1.0417973969300365
lehrkraft_1,2025-10-02,1.396681024578136,0.9332295125011563
lehrkraft_1,2025-10-07,1.2473651885809596,0.9364214944541177
lehrkraft_1,2025-10-15,1.059327674162631,0.7098801627628415
lehrkraft_1,2025-10-20,1.3933905212329218,0.9735926797040507
lehrkraft_1,2025-10-21,1.373200586938108,1.0167590735002663
lehrkraft_1,2025-10-22,1.2751705910940532,0.9478455655380527
lehrkraft_1,2025-10-23,1.3662114764566193,0.9316778677865849
lehrkraft_1,2025-10-24,1.3098432103327053,1.0555467757522512
lehrkraft_1,2025-10-27,1.2219133322336553,0.7949158392109024
lehrkraft_1,2025-10-28,1.0572572434183447,1.0809147568265463
lehrkraft_1,2025-10-29,1.2277069283695985,0.9748517337616999
lehrkraft_1,2025-10-30,1.1199215945301348,0.9321171476672169
lehrkraft_1,2025-11-03,1.297049628033449,0.9491544087954228
lehrkraft_1,2025-11-04,1.2852833050164825,0.9083528543320069
lehrkraft_1,2025-11-05,1.2924309605499287,0.9815013192832914
lehrkraft_1,2025-11-06,1.3265844783503122,0.8817506231233315
lehrkraft_1,2025-11-07,1.4153706306608653,0.8621441641449865
lehrkraft_1,2025-11-10,1.2662380008983645,0.9831695791040035
lehrkraft_1,2025-11-11,1.2307430740375442,1.0016486971658138
lehrkraft_1,2025-11-12,1.285346018783788,0.9520716415814726
lehrkraft_1,2025-11-13,1.2777080611158875,0.9603838519846275
lehrkraft_1,2025-11-14,1.321489951178486,1.0695406650602923
lehrkraft_1,2025-11-17,1.2766928166609184,0.8813704317096147
lehrkraft_1,2025-11-18,1.3788124680705438,0.9808587457052383
lehrkraft_1,2025-11-20,1.3223188703218391,0.8464613328410435
lehrkraft_1,2025-11-24,1.3701339428502979,0.9620254769945119
lehrkraft_1,2025-11-25,1.0652238933119644,0.8093493265628041
lehrkraft_1,2025-11-26,1.2614364582988293,0.9287581337878815
lehrkraft_1,2025-11-27,1.3653911511636776,0.9723628031680926
lehrkraft_1,2025-11-28,1.3389978433044103,1.0400160483378982
lehrkraft_1,2025-12-01,1.385093903756295,0.9619892515893224
lehrkraft_1,2025-12-02,1.149553602690289,0.8730523110365022
lehrkraft_1,2025-12-03,1.2752035239615314,0.8663543467842397
lehrkraft_1,2025-12-04,1.3279055850436368,1.0745353459997011
lehrkraft_1,2025-12-05,1.417092257912192,0.8488287412170503
lehrkraft_1,2025-12-08,1.3406732208580658,1.0339412592369308
lehrkraft_1,2025-12-09,1.4053783676602838,0.8982370184605707
lehrkraft_1,2025-12-10,1.301362270595528,0.907613423080621
lehrkraft_1,2025-12-11,1.3191766322993563,1.0804836787311145
lehrkraft_1,2026-01-12,1.420678180308792,0.8708038039408106
lehrkraft_1,2026-01-15,1.3458110730097594,1.051627404076062
lehrkraft_1,2026-01-16,1.30001669732517,1.0268985291819934
lehrkraft_1,2026-01-19,1.3380048628929266,1.0399913403134937
lehrkraft_1,2026-01-21,0.9582442118296246,0.9327933577134877
lehrkraft_1,2026-01-29,1.367698672261278,0.9678812834490662
