,x_kognition,x_kognition,x_kognition,x_sozial,x_sozial,x_sozial,x_affektiv,x_affektiv,x_affektiv,x_motivation,x_motivation,x_motivation,x_methodik,x_methodik,x_methodik,x_performanz,x_performanz,x_performanz,x_regulation,x_regulation,x_regulation,d_semantisch,d_semantisch,d_semantisch,norm_x,norm_x,norm_x
,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std
gruppe,,,,,,,,,,,,,,,,,,,,,,,,,,,
andere,1040,0.46390842363254164,0.17058309082762602,1040,0.09223120477546681,0.13336478509355632,1040,0.13989919755645655,0.12071921816708732,1040,0.3449992857937268,0.14796669532796997,1040,0.3799585647304909,0.1331473689391492,1040,0.44224114625763883,0.17910393165943655,1040,0.36569748899482907,0.17606358435480493,1040,3.3869943727666882,0.896384535972447,1040,0.9999966606307084,2.0400564317521375e-06
lehrkraft_1,1802,0.4741762681373879,0.1594293871384419,1802,0.09042656707908857,0.13229404214340373,1802,0.14832314751746342,0.12902553595475413,1802,0.3476995536405098,0.1468298241119752,1802,0.389012423669586,0.1279874642532171,1802,0.42938983616967724,0.1888787762812073,1802,0.35654891341945444,0.16612496782203348,1802,3.4416101484526633,0.8590437327942023,1802,0.9994418066766132,0.0235570657448578
