intervention,n,mean_delta_norm,mean_abs_delta_dichte,mean_delta_dichte,mean_cosine_shift,dominanzwechsel_rate,polaritaetswechsel_rate,delta_kognition,delta_sozial,delta_affektiv,delta_motivation,delta_methodik,delta_performanz,delta_regulation
emotionale_stuetzung,452,0.4649112931416758,0.9335700350992431,-0.05217807979672015,0.21611365849425454,0.6792035398230089,0.08628318584070796,-0.012261882356137267,0.0022456847264425302,-0.003878780513840081,-0.0073266692008967455,-0.011608330216260709,-0.017904034434100227,-0.013343298988571034
metakognition,962,0.41855451346239575,0.8907945623084471,-0.0030421080280026097,0.1715853001027448,0.6340956340956341,0.061330561330561334,0.001123895187248891,0.003200484499472379,0.0040507412942248425,0.0005378926749887147,-9.010111733564848e-05,-0.0015622959633752544,0.0006164873349920609
lob,624,0.4041906797689921,0.838748079596869,-0.031308001430046146,0.15752687159155013,0.7323717948717948,0.052884615384615384,-0.0054100091036611815,0.0011054058282576177,0.005892360313653091,0.0007530185871651512,-0.005821354820206836,0.001539500436755452,-0.001615731477296201
ohne_klassifizierte_intervention,96,0.40001099833358067,1.015578264900072,-0.08112015639163749,0.1268629924062006,0.6354166666666666,0.020833333333333332,0.003446443021527605,0.014850551665006267,-0.007463259768507774,0.0016850094599161133,0.004552023585262916,-0.005408568124721884,-0.004775598620581076
aktivierungsfragen,282,0.3935015585004281,1.002455841162218,-0.02129482644945816,0.1408826865907418,0.6631205673758865,0.0425531914893617,0.0012675301150420237,0.007091330990718521,0.007673081548110496,0.004434071216162529,0.0005835772288053317,0.004580241002154253,0.010157259496685668
strukturierung,293,0.37086854221770027,0.9185353367311337,0.05828570580317615,0.12913542105420567,0.6689419795221843,0.040955631399317405,0.004459279652693412,-0.00424837209412158,-0.0032083065441812367,-0.005560132258476376,0.00571783089172606,-0.003987779127859426,-0.002217266299329756
regelhinweise,217,0.3431792818794041,0.8984029494672718,0.016701102831910144,0.09652197573356992,0.7142857142857143,0.02304147465437788,-0.010539046764445769,0.002125098350587614,0.005179715948924058,0.0011969373727816256,-0.007111206544172892,-0.0027744583873281995,0.0035580923004092852
