has_operator,n,mean_dichte,std_dichte,var_dichte,mean_delta_dichte,mean_delta_vector,mean_polaritaet_shift,mean_dominanz_shift,mean_operator_count,mean_modulator_count,operatoren_gesamt,modulatoren_gesamt
0,712,3.398445114075371,0.8853798106243407,0.7838974090611933,0.025343420300313006,0.40896097274743753,0.09550561797752809,0.6797752808988764,0.0,0.0,0,0
1,448,3.2126734902392653,1.0737938564876155,1.153033246230546,-0.055709034269572716,0.48514191513698135,0.15625,0.6875,1.2254464285714286,0.20982142857142858,549,94
