polaritaet_gesamt,n,mean_dichte,std_dichte,var_dichte,mean_delta_dichte,mean_delta_vector,mean_polaritaet_shift,mean_dominanz_shift,operator_anteil,operatoren_gesamt,modulatoren_gesamt
-1,46,2.3983712061602125,0.6281730657126915,0.39460140048688136,-1.1032220323833208,1.8813350788975836,1.9565217391304348,0.6956521739130435,0.2826086956521739,18,0
0,9,0.0,0.0,0.0,-1.8245686772435254,0.7777736567461309,0.7777777777777778,1.0,0.1111111111111111,1,0
1,1893,3.4454468157097904,0.871902220266189,0.76021348170511,0.03538878860776516,0.38163974003353496,0.051241415742208134,0.664553618594823,0.4289487585842578,1045,138
