has_operator,n,mean_dichte,std_dichte,var_dichte,mean_delta_dichte,mean_delta_vector,mean_polaritaet_shift,mean_dominanz_shift,mean_operator_count,mean_modulator_count,operatoren_gesamt,modulatoren_gesamt
0,1122,3.4661945407201546,0.881050691140077,0.7762503203584072,0.02532402975113033,0.40879690435179755,0.10249554367201426,0.6818181818181818,0.0,0.0,0,0
1,826,3.321411165779648,0.9406550440631937,0.8848319119215289,-0.03469976353903155,0.43258508201061596,0.09564164648910412,0.6464891041162227,1.2881355932203389,0.16707021791767554,1064,138
