has_operator,n,mean_dichte,std_dichte,var_dichte,mean_delta_dichte,mean_delta_vector,mean_polaritaet_shift,mean_dominanz_shift,mean_operator_count,mean_modulator_count,operatoren_gesamt,modulatoren_gesamt
0,1834,3.4398926913357024,0.8831102966863829,0.7798837961135112,0.025331459774648925,0.40886059938870906,0.09978189749182116,0.6810250817884406,0.0,0.0,0,0
1,1274,3.2831737414138,0.9904598229827323,0.9810106609429853,-0.041974764576469335,0.45106660574735985,0.11695447409733124,0.6609105180533752,1.2660910518053374,0.18210361067503925,1613,232
