polaritaet_gesamt,n,mean_dichte,std_dichte,var_dichte,mean_delta_dichte,mean_delta_vector,mean_polaritaet_shift,mean_dominanz_shift,operator_anteil,operatoren_gesamt,modulatoren_gesamt
-1,83,2.4100472147587295,1.1123937185605572,1.2374197850929844,-0.9864748851310643,1.8231267561768087,1.9036144578313252,0.7710843373493976,0.37349397590361444,42,2
0,11,0.0,0.0,0.0,-1.9899750180946236,0.8181773264292139,0.8181818181818182,1.0,0.09090909090909091,1,0
1,3014,3.4145629142819787,0.8902712191680678,0.7925828436789978,0.03209050810387223,0.3862606913230366,0.05474452554744526,0.6688785666887856,0.41207697412076977,1570,230
