polaritaet_gesamt,n,mean_dichte,std_dichte,var_dichte,mean_delta_dichte,mean_delta_vector,mean_polaritaet_shift,mean_dominanz_shift,operator_anteil,operatoren_gesamt,modulatoren_gesamt
-1,37,2.4245633335568857,1.524770398549119,2.3249247682916394,-0.8372979747531808,1.7507596522536837,1.837837837837838,0.8648648648648649,0.4864864864864865,24,2
0,2,0.0,0.0,0.0,-2.734303551924565,0.9999938400030879,1.0,1.0,0.0,0,0
1,1121,3.362410170836084,0.9184972249612056,0.8436371522614355,0.026396761102626395,0.3940639569706964,0.060660124888492414,0.6761819803746655,0.3835860838537021,525,92
