gruppe,n,mean_variance,stability_index,var_x_kognition,var_x_sozial,var_x_affektiv,var_x_motivation,var_x_methodik,var_x_performanz,var_x_regulation
andere,1040,0.02345097932395104,0.9770863677912138,0.029098590876306125,0.017786165903050464,0.014573129634872832,0.021894142926280294,0.01772822185541791,0.03207821833586811,0.03099838573586153
lehrkraft_1,1802,0.022968502473781644,0.9775472046126169,0.025417729483339174,0.017501713586640648,0.01664758892841155,0.021558997248753594,0.01638079100596852,0.03567519212948637,0.02759750493387165
