cluster,n,anteil,pca_x,pca_y,d_semantisch_mean,polaritaet_mean,dominante_dimension_modus,sum_kognition_mean,sum_sozial_mean,sum_affektiv_mean,sum_motivation_mean,sum_methodik_mean,sum_performanz_mean,sum_regulation_mean
0,2382,0.9690805532953621,0.27302177006214506,0.0047305044753389565,3.554462921935936,1.0,kognition,1.7234942370280177,0.4478114139421951,0.619022060213959,1.3206259299844492,1.4562665786797775,1.6046840538246228,1.4083698181928406
1,76,0.030919446704637917,-8.557077056421443,-0.1482639692139121,2.2608913385693277,-0.5263157894736842,performanz,-0.5199115909719806,-0.18434567885576547,-0.4727141523523553,-0.6670301316328092,-0.48680064697962916,-1.1678591617022882,-0.758817282662671
