cluster,n,anteil,pca_x,pca_y,d_semantisch_mean,polaritaet_mean,dominante_dimension_modus,sum_kognition_mean,sum_sozial_mean,sum_affektiv_mean,sum_motivation_mean,sum_methodik_mean,sum_performanz_mean,sum_regulation_mean
0,1544,0.9607965152457997,0.3070016935143336,0.014449172731792238,3.5870646304316733,1.0,kognition,1.7491650097226719,0.4414687839551518,0.632622261637492,1.3324153064092212,1.4772919008532905,1.617185064901461,1.4077801967326589
1,63,0.03920348475420037,-7.5239780124782705,-0.3541194079029711,1.996988643785648,-0.20634920634920634,performanz,-0.12480903585592819,-0.14967896416859713,-0.38388994475529536,-0.43789444462874777,-0.1738863104057715,-0.8157344821464318,-0.47428025571675736
