pair_id,strategies,teilnehmer_id,gruppe_id,lehrer_datum,teilnehmer_datum,day_delta_tn_minus_lk,abs_day_delta,recursive_lag_rank,ue_match,dominance_match,polarity_match,cosine_similarity,cosine_klasse,match_score,lehrer_dichte,teilnehmer_dichte,dichte_delta_lk_minus_tn,lk_dominante_dimension,tn_dominante_dimension,emotion_valenz,emotion_aktivierung,lk_kognition,tn_kognition,delta_kognition,lk_sozial,tn_sozial,delta_sozial,lk_affektiv,tn_affektiv,delta_affektiv,lk_motivation,tn_motivation,delta_motivation,lk_methodik,tn_methodik,delta_methodik,lk_performanz,tn_performanz,delta_performanz,lk_regulation,tn_regulation,delta_regulation
LK00080__TN00144,semantic_neighborhood,2,1,2025-09-22,2025-11-03,42,42,,False,False,True,0.8462333051251039,hoch,0.6077143252151475,3.6104835920823,1.7162871291537,1.8941964629285999,kognition,sozial,0.81666666666667,0.58333333333333,0.542894483891774,0.34959185410094,0.19330262979083396,0.08104951881704839,0.46723228754443,-0.38618276872738166,0.16023334433337202,0.41079522231712,-0.25056187798374796,0.329272657265898,0.36461135598083,-0.035338698714932004,0.419586832882788,0.45998928171176,-0.04040244882897204,0.489553102612916,0.27913148040617,0.21042162220674604,0.340286657580886,0.26130603824783,0.078980619333056
LK00080__TN00025,semantic_neighborhood,2,1,2025-09-22,2025-09-15,-7,7,,False,False,True,0.7657712762705923,hoch,0.6049814945472939,3.6104835920823,0.95914367859819,2.65133991348411,kognition,methodik,-0.125,0.50833333333333,0.542894483891774,0.40372892069248,0.13916556319929396,0.08104951881704839,0.5439634765183,-0.46291395770125165,0.16023334433337202,0.015754041789359,0.14447930254401303,0.329272657265898,0.2094750462734,0.119797610992498,0.419586832882788,0.62555799799604,-0.20597116511325197,0.489553102612916,0.32490221601345,0.16465088659946603,0.340286657580886,-0.0097184903260099,0.3500051479068959
LK00106__TN00071,exact_sync;temporal_window;recursive_lag_1;semantic_neighborhood,2,1,2025-09-29,2025-09-29,0,0,1.0,False,False,True,0.8270107290648212,hoch,0.8024279504928259,3.3360192703706,1.2419268644262,2.0940924059443997,kognition,methodik,0.175,0.75,0.4912463275445139,0.24327331019672,0.24797301734779392,0.12397744852440817,0.46616864852374,-0.34219119999933184,0.12492585918703758,0.30412636461736,-0.1792005054303224,0.354637022276046,0.41602020300073,-0.06138318072468402,0.393465244847622,0.57635396544753,-0.18288872059990802,0.434966157547976,0.16104007858093,0.273926078967046,0.414757945638372,0.31594529702544,0.09881264861293199
LK00106__TN00098,recursive_lag_2;semantic_neighborhood,2,1,2025-09-29,2025-10-20,21,21,2.0,False,True,True,0.9421914640724868,hoch,0.7342850290130448,3.3360192703706,1.8242888017872,1.5117304685833999,kognition,kognition,0.474,0.4,0.4912463275445139,0.48751146242244,0.003734865122073938,0.12397744852440817,0.39896428999868,-0.2749868414742718,0.12492585918703758,0.26622519474385,-0.1412993355568124,0.354637022276046,0.27291664955577,0.08172037272027599,0.393465244847622,0.3865962213972,0.006869023450422007,0.434966157547976,0.45637408850117,-0.021407930953193988,0.414757945638372,0.3163333198404,0.09842462579797201
LK00106__TN00044,semantic_neighborhood,2,1,2025-09-29,2025-09-22,-7,7,,False,False,True,0.8976112098852911,hoch,0.6412374762913361,3.3360192703706,1.7119970175957,1.6240222527749,kognition,performanz,0.8025,0.53125,0.4912463275445139,0.34052554827604,0.15072077926847394,0.12397744852440817,0.40721032196347,-0.28323287343906184,0.12492585918703758,0.41034401598141,-0.28541815679437244,0.354637022276046,0.36254652589155,-0.007909503615504021,0.393465244847622,0.39350781760059,-4.257275296798424e-05,0.434966157547976,0.41567123029248,0.01929492725549603,0.414757945638372,0.30127883164279,0.11347911399558197
LK00106__TN00144,recursive_lag_3;semantic_neighborhood,2,1,2025-09-29,2025-11-03,35,35,3.0,False,False,True,0.8587786806814963,hoch,0.611165852175232,3.3360192703706,1.7162871291537,1.6197321412169,kognition,sozial,0.81666666666667,0.58333333333333,0.4912463275445139,0.34959185410094,0.1416544734435739,0.12397744852440817,0.46723228754443,-0.34325483902002185,0.12492585918703758,0.41079522231712,-0.28586936313008243,0.354637022276046,0.36461135598083,-0.00997433370478401,0.393465244847622,0.45998928171176,-0.06652403686413799,0.434966157547976,0.27913148040617,0.15583467714180604,0.414757945638372,0.26130603824783,0.153451907390542
LK00106__TN00171,semantic_neighborhood,2,1,2025-09-29,2025-11-10,42,42,,False,False,True,0.8319434689109163,hoch,0.6037846202562458,3.3360192703706,1.6053593605223,1.7306599098483,kognition,sozial,0.82,0.4875,0.4912463275445139,0.24121330826886,0.2500330192756539,0.12397744852440817,0.4983307907093,-0.3743533421848918,0.12492585918703758,0.4072652100299,-0.28233935084286244,0.354637022276046,0.35975330332622,-0.005116281050174032,0.393465244847622,0.43931793391478,-0.045852689067158,0.434966157547976,0.24047357923763,0.19449257831034603,0.414757945638372,0.38388459434299,0.03087335129538199
LK00106__TN00025,semantic_neighborhood,2,1,2025-09-29,2025-09-15,-14,14,,False,False,True,0.7587713474148615,hoch,0.585542833049386,3.3360192703706,0.95914367859819,2.37687559177241,kognition,methodik,-0.125,0.50833333333333,0.4912463275445139,0.40372892069248,0.08751740685203391,0.12397744852440817,0.5439634765183,-0.41998602799389184,0.12492585918703758,0.015754041789359,0.10917181739767857,0.354637022276046,0.2094750462734,0.145161976002646,0.393465244847622,0.62555799799604,-0.23209275314841793,0.434966157547976,0.32490221601345,0.11006394153452603,0.414757945638372,-0.0097184903260099,0.4244764359643819
LK00137__TN00098,exact_sync;temporal_window;recursive_lag_1;semantic_neighborhood,2,1,2025-10-20,2025-10-20,0,0,1.0,False,True,True,0.9429212843495886,hoch,0.9343033531961369,3.72798699250554,1.8242888017872,1.90369819071834,kognition,kognition,0.474,0.4,0.5434430219322121,0.48751146242244,0.05593155950977208,0.09888552656165958,0.39896428999868,-0.30007876343702045,0.16548746727659996,0.26622519474385,-0.10073772746725002,0.30506660159687,0.27291664955577,0.032149952041099994,0.447635262446226,0.3865962213972,0.061039041049025966,0.45194095183549604,0.45637408850117,-0.004433136665673965,0.387120070409018,0.3163333198404,0.07078675056861805
LK00137__TN00213,semantic_neighborhood,2,1,2025-10-20,2025-11-24,35,35,,False,False,True,0.9189573389164479,hoch,0.6277149831898438,3.72798699250554,2.059849171986,1.66813782051954,kognition,performanz,0.92,0.5,0.5434430219322121,0.4317605938295,0.11168242810271206,0.09888552656165958,0.3423858247215,-0.2435002981598404,0.16548746727659996,0.40617860649175,-0.24069113921515006,0.30506660159687,0.36942140761174,-0.06435480601487004,0.447635262446226,0.29128346282277,0.15635179962345597,0.45194095183549604,0.44031221124373,0.011628740591766051,0.387120070409018,0.34085275386454,0.04626731654447802
LK00137__TN00203,semantic_neighborhood,2,1,2025-10-20,2025-11-17,28,28,,False,False,True,0.9138288028111634,hoch,0.6263206061708019,3.72798699250554,1.5671719329193,2.1608150595862403,kognition,methodik,0.31666666666667,0.66666666666667,0.5434430219322121,0.43716095735925,0.10628206457296208,0.09888552656165958,0.43658931831726,-0.3377037917556004,0.16548746727659996,0.27750217293239,-0.11201470565579003,0.30506660159687,0.36796643315611,-0.06289983155924,0.447635262446226,0.45673959454729,-0.009104332101064039,0.45194095183549604,0.37691950808571,0.07502144374978603,0.387120070409018,0.23493390240918,0.15218616799983803
