from;kognition;sozial;affektiv;motivation;methodik;performanz;regulation
kognition;0.4866385372714487;0.004219409282700422;0.0;0.09071729957805907;0.035864978902953586;0.25668073136427566;0.1258790436005626
sozial;0.5454545454545454;0.0;0.0;0.09090909090909091;0.0;0.18181818181818182;0.18181818181818182
affektiv;0.0;0.0;0.0;0.0;0.0;0.0;0.0
motivation;0.4745098039215686;0.0;0.0;0.09019607843137255;0.01568627450980392;0.2549019607843137;0.16470588235294117
methodik;0.5227272727272727;0.0;0.0;0.06818181818181818;0.0;0.22727272727272727;0.18181818181818182
performanz;0.4954367666232073;0.003911342894393742;0.0;0.07301173402868318;0.03389830508474576;0.2646675358539765;0.1290743155149935
regulation;0.4336734693877551;0.00510204081632653;0.0;0.10714285714285714;0.02040816326530612;0.30357142857142855;0.13010204081632654
